source_id,verification_status,cycle,criterion,title,section_type,section_label,source_file_date,json_path,item_path,field_name,item_no,subitem_no,parent_source_id,source_kind,content_level,content,content_hash,source_files,input_positions,occurrence_count
c4__1_2__checkpoints__item:3.sub:003,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[2].sub_items[2],item:3.sub:003,sub_items,3,3,c4__1_2__checkpoints__item:3,sub_item,sub_item,자체감사의 독립성과 활성화 여부,6e23bf68df,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:4,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[3].content,item:4,items,4,,,check_item,item,감사 결과를 대학운영에 반영하고 있는가,bc279cc515,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:4.sub:001,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[3].sub_items[0],item:4.sub:001,sub_items,4,1,c4__1_2__checkpoints__item:4,sub_item,sub_item,감사 결과에 따른 제도 개선 등 결과 활용 실적,2fb778f32d,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:5,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[4].content,item:5,items,5,,,check_item,item,감사 결과를 적절하게 공개하고 있는가,c2bbcf50b5,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:5.sub:001,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[4].sub_items[0],item:5.sub:001,sub_items,5,1,c4__1_2__checkpoints__item:5,sub_item,sub_item,감사결과의 내·외부 공개 방법과 공개 범위,9b5aefa357,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:6,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].content,item:6,items,6,,,check_item,item,공익제보 절차 및 공익제보자 보호 제도를 합리적으로 운영하고 있는가,03b4777253,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:6.sub:001,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].sub_items[0],item:6.sub:001,sub_items,6,1,c4__1_2__checkpoints__item:6,sub_item,sub_item,공익제보 절차 마련 여부,fb104f4369,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__checkpoints__item:6.sub:002,source_verified,4,1.2,거버넌스와 감사,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].sub_items[1],item:6.sub:002,sub_items,6,2,c4__1_2__checkpoints__item:6,sub_item,sub_item,규정에 따른 공익제보자 보호 제도 구축 및 운영 여부,6d1033963c,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",2,1
c4__1_2__evidence__제출자료_관련규정:001,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.제출자료_관련규정[0].content,제출자료_관련규정:001,제출자료_관련규정,1,,,evidence_item,item,내·외부 감사 규정,7e75cefe65,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__제출자료_관련규정:002,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.제출자료_관련규정[1].content,제출자료_관련규정:002,제출자료_관련규정,2,,,evidence_item,item,공익제보 및 공익제보자 보호 제도 관련 규정,89077f8d6f,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지면담:001,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지면담[0].content,현지면담:001,현지면담,1,,,evidence_item,item,기획처장,6ba3a0a4b9,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지면담:002,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지면담[1].content,현지면담:002,현지면담,2,,,evidence_item,item,"대학 의사결정 참여자: 교수 대표, 직원 대표, 학생 대표",4d6933c421,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지면담:003,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지면담[2].content,현지면담:003,현지면담,3,,,evidence_item,item,감사부서 담당자,ecee1c61e2,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:001,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[0].content,현지확인자료:001,현지확인자료,1,,,evidence_item,item,대학의 의사결정구조 구축 및 운영에 대한 자료: 최근 3년 자료,e690445f03,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:002,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[1].content,현지확인자료:002,현지확인자료,2,,,evidence_item,item,대학 구성원 참여 및 소통 체계 자료: 최근 3년 자료,103ad2d957,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:003,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[2].content,현지확인자료:003,현지확인자료,3,,,evidence_item,item,대학 구성원 참여 및 소통 추진 실적 과 환류 실적 자료: 최근 3년 자료,d4bad258a2,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:004,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[3].content,현지확인자료:004,현지확인자료,4,,,evidence_item,item,"내·외부(교육부, 감사원 등) 감사보고서: 최근 3년 자료",f970934491,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:005,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[4].content,현지확인자료:005,현지확인자료,5,,,evidence_item,item,감사 결과를 대학 운영에 반영한 자료: 최근 3년 자료,fa75e87ff2,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:006,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[5].content,현지확인자료:006,현지확인자료,6,,,evidence_item,item,감사 결과 공개 관련 자료: 최근 3년 자료,bffcb9ee50,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__evidence__현지확인자료:007,source_verified,4,1.2,거버넌스와 감사,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[6].content,현지확인자료:007,현지확인자료,7,,,evidence_item,item,공익제보 절차 및 공익제보자 보호 제도 구축·운영 자료: 최근 3년 자료,3e21b42a2e,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",2,1
c4__1_2__notes__item:1,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[0].content,item:1,items,1,,,caution_policy_item,item,법령상 위원회뿐 아니라 그 밖의 학칙상 운영되는 위원회도 기술 가능함,42e15b048f,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__notes__item:2,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[1].content,item:2,items,2,,,caution_policy_item,item,법령상 위원회 및 이사회 운영의 적절성은 해당 의사결정구조의 설립 목적 및 취지에 맞게 적절하게 운영되고 있는가를 확인함,81e2d26435,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__notes__item:3,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[2].content,item:3,items,3,,,caution_policy_item,item,"외부감사는 공인회계사에 의한 회계감사, 외부기관(교육부, 감사원 등)에 의한 감사 등 대학과 이해관계가 없는 외부감사인에 의해 행해지는 감사를 말하고, 내부감사는 대학자체감사, 법인감사 등 대학 내부의 감사부서(혹은 감사 담당자)에 의해 행해지는 감사를 말함",b006ac5aa7,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__notes__item:4,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[3].content,item:4,items,4,,,caution_policy_item,item,"자체감사의 독립성을 위해서는 대학본부, 부속기관, 사업조직 등 감사대상과 독립된 조직을 설치하고 대학설립자·운영자와 이해관계가 없는 감사기구의 장이 임명되는 것이 바람직함. 다만, 감사조직의 독립성은 대학의 규모 등을 고려하여 판단함",1d313779f1,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__notes__item:5,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[4].content,item:5,items,5,,,caution_policy_item,item,"모든 감사 결과를 대외에 공개하는 것은 아니므로, 감사의 성격(회계감사, 업무감사, 외부감사 등)과 관련 규정에 따라 대내·외 공개범위를 고려함",7a605a7542,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__notes__item:6,source_verified,4,1.2,거버넌스와 감사,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[5].content,item:6,items,6,,,caution_policy_item,item,"'공익제보 절차 및 공익제보자 보호 관련 규정'은 대학의 규정 제·개정 절차에 따라 구축하고, 대학 내부 구성원 전체에게 공개되어야 함",ea622ae73b,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2,1
c4__1_2__overview__content,source_verified,4,1.2,거버넌스와 감사,overview,편람 개요,2026-04-17,cycle_4.content,content,content,,,,overview_content,criterion,"대학은 합리적인 의사결정구조를 구축하고 운영하여 경쟁력을 강화하고 있으며, 대학 운영에 구성원의 참여와 소통이 원활하게 이루어지고 있다. 대학경영 및 예산의 편성·집행이 합리적이고 투명하게 이루어질 수 있도록 엄격한 감사제도를 운영하고, 감사 결과를 대학 운영에 충실히 반영하며 대학구성원과 외부에 공개하고 있다. 또한 대학은 공익제보에 필요한 절차와 제도를 자체적으로 운영하고 있다.",23488b7b1b,"편람원본json/[검증완료]3주기, 4주기 편람 개요 비교(20260417).json",2,1
c4__1_2__report__item:1,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[0].content,item:1,items,1,,,report_item,item,대학 의사결정구조 구축 및 운영 현황: 최근 3년 자료,1304b2043f,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_2__report__item:2,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[1].content,item:2,items,2,,,report_item,item,대학 구성원 참여와 소통을 위한 체계 및 추진과 환류실적: 최근 3년 자료,35c9deb3f0,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_2__report__item:3,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[2].content,item:3,items,3,,,report_item,item,대학 자체감사를 포함한 내·외부 감사제도 운영 현황: 최근 3년 자료,41130b64f6,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_2__report__item:4,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[3].content,item:4,items,4,,,report_item,item,감사 결과 반영 실적: 최근 3년 자료,9d3182e20b,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_2__report__item:5,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[4].content,item:5,items,5,,,report_item,item,감사 결과 공개 실적: 최근 3년 자료,1980ce4d28,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_2__report__item:6,source_verified,4,1.2,거버넌스와 감사,report,보고서 주요 내용,2026-04-17,cycle_4.items[5].content,item:6,items,6,,,report_item,item,공익제보 절차 및 공익제보자 보호 제도 현황 및 운영 실적: 최근 3년 자료,cc955e4d1e,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",2,1
c4__1_3__checkpoints__item:1,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[0].content,item:1,items,1,,,check_item,item,"세입 중 등록금 비율, 세입 중 기부금 비율, 법인 책무성(사립대학)의 최근 3년간 평균이 기준값을 충족하는가",5bbe1cac04,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:2,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[1].content,item:2,items,2,,,check_item,item,최근 3년간 재원별 확보 추이가 적절한가,397238c261,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:3,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[2].content,item:3,items,3,,,check_item,item,다양한 재원 확보를 위해 노력하고 있는가,33ad7ed1ba,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:4,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[3].content,item:4,items,4,,,check_item,item,각 재원들을 지속적으로 확보할 수 있는가,a4a6be7f41,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:5,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[4].content,item:5,items,5,,,check_item,item,교육비 환원율의 최근 3년간 평균이 기준값을 충족하는가,851e5676a3,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:6,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].content,item:6,items,6,,,check_item,item,예산을 합리적으로 편성하고 있는가,46e7cd4bde,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:6.sub:001,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].sub_items[0],item:6.sub:001,sub_items,6,1,c4__1_3__checkpoints__item:6,sub_item,sub_item,대학발전계획과 연계하여 예산을 편성하고 있는가,77bdf309a1,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:6.sub:002,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[5].sub_items[1],item:6.sub:002,sub_items,6,2,c4__1_3__checkpoints__item:6,sub_item,sub_item,"규정을 준수하고, 구성원의 의견을 수렴하여 예산을 편성하고 있는가",1e5e6ea605,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:7,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[6].content,item:7,items,7,,,check_item,item,예산을 적절하게 집행하고 있는가,42a66a8c9a,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__checkpoints__item:8,source_verified,4,1.3,재정 확보 및 집행,checkpoints,주요 점검사항,2026-04-21,cycle_4.items[7].content,item:8,items,8,,,check_item,item,예산 집행 결과를 평가하여 환류하고 있는가,c2e6903f38,"편람원본json/[검증완료]3주기, 4주기 편람 주요 점검사항 비교(20260421).json",3,1
c4__1_3__evidence__정보공시:001,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.정보공시[0].content,정보공시:001,정보공시,1,,,evidence_item,item,8. 예·결산 내역 등 학교 및 법인의 회계에 관한 사항,96b3084e5a,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__정보공시:002,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.정보공시[1].content,정보공시:002,정보공시,2,,,evidence_item,item,9-나. 학생 1인당 교육비 산정근거,69fc5cea13,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__제출자료_관련규정:001,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.제출자료_관련규정[0].content,제출자료_관련규정:001,제출자료_관련규정,1,,,evidence_item,item,예산 편성 관련 규정 및 지침,0588adbead,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__현지면담:001,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.현지면담[0].content,현지면담:001,현지면담,1,,,evidence_item,item,기획처장,6ba3a0a4b9,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__현지면담:002,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.현지면담[1].content,현지면담:002,현지면담,2,,,evidence_item,item,예·결산 담당자,bd9d60d7b0,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__현지확인자료:001,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[0].content,현지확인자료:001,현지확인자료,1,,,evidence_item,item,중장기 재정 운영 계획서,7de6dddae2,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__현지확인자료:002,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[1].content,현지확인자료:002,현지확인자료,2,,,evidence_item,item,예·결산보고서: 최근 3년 자료,90a95438bb,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__evidence__현지확인자료:003,source_verified,4,1.3,재정 확보 및 집행,evidence,근거자료,2026-04-20,cycle_4.현지확인자료[2].content,현지확인자료:003,현지확인자료,3,,,evidence_item,item,예산 편성 의견 수렴 관련 자료: 최근 3년 자료,9538a12d79,"편람원본json/[검증완료]3주기, 4주기 편람 근거 자료 비교(20260420).json",3,1
c4__1_3__notes__item:1,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[0].content,item:1,items,1,,,caution_policy_item,item,국공립대학 세입총액은 {대학회계 이전수입(세입)(결산)} + {대학회계 자체수입(세입)(결산)} + {대학회계 내부거래및기타(세입)(결산)} + {발전기금회계(세입)(결산)-이월금}임,dccad4b0a9,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:2,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[1].content,item:2,items,2,,,caution_policy_item,item,"국공립대학 등록금은 교육활동수입 중 입학금 + 수업료 + 계절학기 수강료임. 단, 최고경영자과정 수업료, 평생교육기관 등의 수업료는 제외함",d14c0eec1e,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:3,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[2].content,item:3,items,3,,,caution_policy_item,item,사립대학 운영수입은 {교비회계 자금계산서(결산) 자료의 등록금 수입 + 수강료 수입 + 법인전입금 + 기타전입금 + 기부금 + 국고보조금 + 산학협력단및학교기업전입금 + 교육부대수입 + 교육외수입}임,0ede85c554,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:4,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[3].content,item:4,items,4,,,caution_policy_item,item,"사립대학 등록금은 교비회계의 등록금 수입 총액임. 단, 평생교육원 등 수료과정(비학위과정)의 단기 수강료 수입은 제외함",995fc041b5,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:5,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[4].content,item:5,items,5,,,caution_policy_item,item,"국공립대학 기부금은 {발전기금회계(세입)(결산)의 기부금}이며, 사립대학 기부금은 {교비회계 자금계산서(결산)의 기부금}임",524b65cbdf,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:6,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[5].content,item:6,items,6,,,caution_policy_item,item,사립대학 법인전입금은 {교비회계 자금계산서(결산) 전입금 중 경상비전입금 + 법정부담전입금 + 자산전입금}임,f35e38a71a,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__notes__item:7,source_verified,4,1.3,재정 확보 및 집행,notes,유의사항 및 관련 정책,2026-04-22,cycle_4.items[6].content,item:7,items,7,,,caution_policy_item,item,"국공립대학은 등록금 비율과 기부금비율, 사립대학은 등록금 비율과 법인 책무성이 기본지표이며, 사립대학의 기부금 비율은 재정 확보의 다양성을 판단하기 위한 보완 지표임",79c64cbd48,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",3,1
c4__1_3__overview__content,source_verified,4,1.3,재정 확보 및 집행,overview,편람 개요,2026-04-17,cycle_4.content,content,content,,,,overview_content,criterion,"대학은 교육목표를 달성하기 위해 재정 운영 계획을 수립하고 이에 따라 필요한 재원을 안정적으로 확보하고 있으며, 지속적인 재원 확충을 위해 재원을 다양화하고 있다. 그리고 확보된 재원을 효율적으로 운영하기 위한 계획을 수립하고, 합리적 절차에 따라 예산을 편성·집행하며 학생들을 위한 교육활동에 적절히 환원하고 있다. 또한 예산 편성·집행 결과를 평가하여 대학재정 운영에 반영하고 있다.",9a56cb32a7,"편람원본json/[검증완료]3주기, 4주기 편람 개요 비교(20260417).json",3,1
c4__1_3__report__item:1,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[0].content,item:1,items,1,,,report_item,item,"세입 중 등록금 비율: 최근 3년 자료, 최근 3년간 평균(기준값: 72% 이하)",ff56f460d8,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:2,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[1].content,item:2,items,2,,,report_item,item,"세입 중 기부금 비율: 최근 3년 자료, 최근 3년간 평균(기준값: 0.4%)",6de1145726,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:3,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[2].content,item:3,items,3,,,report_item,item,"법인 책무성(사립대학): 최근 3년 자료, 최근 3년간 평균 【양식 1.3-3】, 【양식 1.3-4】, 【양식 1.3-5】 중 택1",46523fd5aa,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:3.sub:001,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[2].sub_items[0],item:3.sub:001,sub_items,3,1,c4__1_3__report__item:3,sub_item,sub_item,세입 중 법인전입금 비율: (법인전입금(원) / 운영수입(원)) * 100(기준값: 0.4%),cc96ff71c1,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:3.sub:002,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[2].sub_items[1],item:3.sub:002,sub_items,3,2,c4__1_3__report__item:3,sub_item,sub_item,법정부담금 부담률: (법정부담금 부담액(원) / 법정부담금 기준액(원)) * 100(기준값: 10%),a5ddf7f9f4,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:3.sub:003,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[2].sub_items[2],item:3.sub:003,sub_items,3,3,c4__1_3__report__item:3,sub_item,sub_item,법인 재정규모 대비 법인전입금 비율: (법인전입금(원) / 법인 일반회계 재정규모(원)) * 100(기준값: 10%),258593b7c2,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:4,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[3].content,item:4,items,4,,,report_item,item,"재정 확보 노력: 재원의 다양성, 재원 확충의 지속가능성 등",e3407a2150,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:5,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[4].content,item:5,items,5,,,report_item,item,"교육비 환원율: 최근 3년 자료, 최근 3년간 평균 ※ 총 교육비 산출시 국가장학금 I유형, 다자녀 국가장학금은 제외함(기준값: 110%)",34eaf902bc,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:6,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[5].content,item:6,items,6,,,report_item,item,예산 편성 및 집행의 절차와 방법,543796f33e,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:7,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[6].content,item:7,items,7,,,report_item,item,예산 집행 실적: 최근 3년 자료,38e76c69f0,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
c4__1_3__report__item:8,source_verified,4,1.3,재정 확보 및 집행,report,보고서 주요 내용,2026-04-17,cycle_4.items[7].content,item:8,items,8,,,report_item,item,예산 집행의 평가 및 환류 실적: 최근 3년 자료,de599654e6,"편람원본json/[검증완료]3주기, 4주기 편람 보고서 주요 내용 비교(20260417).json",3,1
