action_id,benchmark_required,candidate_only_warning,change_id,change_type,cycle4_criterion,cycle4_title,department_candidate,evidence_focus,notice_required,preparation_task,priority,risk_level,section_type,source_id_3,source_id_4,verification_status,action_type,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,confirmed_by,confirmed_at,source_support_level,official_confirmation_needed
act_00332,false,Department/risk values are operational candidates for review.,chg_00558,신설후보,2.6,교수-학습 지원,교수학습지원센터,관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교수-학습지원센터는 대학 전체의 교수-학습 지원 및 교육매체 개발을 담당하는 전담조직(예: Center for Teaching and Learning: CTL)을 의미하며, 전담조직 내에 적정 규모의 전임 연구·개발 인력을 안정적으로 확보하여 이들이 업무의 연속성을 갖도록 하고, 해당 인력의 전문성 개발을 위해 노력하고 있어야 함. 단, 단과대학, 학부 또는 학과 소속 전담 조직은 제외함",2,medium,notes,c3__2_6__notes__item:2,c4__2_6__notes__item:2,needs_review,new_requirement_review,교수학습지원센터,,,,c4__2_6__notes__item:2,,,source_json_comparative_candidate,true
act_00333,false,Department/risk values are operational candidates for review.,chg_00559,신설후보,2.6,교수-학습 지원,교수학습지원센터,기준값/정량,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교수-학습지원센터 전임 연구·개발 인력은 교육학 및 관련분야 석사 이상의 학위 소지자를 원칙으로 하며, 전담 조직의 보직자와 행정직원을 제외하고 수업의 질 향상을 위한 연구 및 프로그램 개발·운영 등을 전담하는 인력으로서 겸직, 겸임은 인정하지 않음. 단, 교육매체지원의 담당자는 위 사항에 해당하지 않더라도 연구·개발 업무 담당 기간이 최소 3년 이상이면 전문성이 있다고 판단하여 종합적으로 평가함 ※전담 조직의 보직자는 전임 연구·개발 인력으로 인정하지 않으나, 교수-학습지원센터 전임 연구·개발 인력으로 임용되어 소속이 해당센터로 되어있고(겸직, 겸임 등 제외), 학기당 3학점을 초과하지 않는 강의를 담당하는 경우에 한하여 전임 연구·개발 인력으로 인정 가능함",1,high,notes,c3__2_6__notes__item:3,c4__2_6__notes__item:3,needs_review,new_requirement_review,교수학습지원센터,,,3년;3학점,c4__2_6__notes__item:3,,,source_json_comparative_candidate,true
act_00334,false,Department/risk values are operational candidates for review.,chg_00560,신설후보,2.6,교수-학습 지원,교수학습지원센터,관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교육매체지원은 교육용 기술 장비 운영을 위한 기술 지원 및 장비 관리, 교육 콘텐츠 제작 및 지원, 학습관리시스템(LMS) 운영 및 지원 등 교수-학습 활동을 위한 전문적 활동을 포함하고 있어야 함",1,high,notes,,c4__2_6__notes__item:4,needs_review,new_requirement_review,교수학습지원센터,,,,c4__2_6__notes__item:4,,,source_json_single_side_review,true
act_00335,false,Department/risk values are operational candidates for review.,chg_00561,신설후보,2.6,교수-학습 지원,교수학습지원센터,관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 교수-학습 개선 노력 실적은 교수-학습지원센터에서 주관하여 학교 전체 교수·학생을 대상으로 하고 있는 경우에만 인정함,2,medium,notes,,c4__2_6__notes__item:5,needs_review,new_requirement_review,교수학습지원센터,,,,c4__2_6__notes__item:5,,,source_json_single_side_review,true
act_00336,false,Department/risk values are operational candidates for review.,chg_00562,신설후보,2.6,교수-학습 지원,교수학습지원센터,관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 멀티캠퍼스의 경우 캠퍼스별로 인력 또는 조직을 구분하여 작성함,2,medium,notes,,c4__2_6__notes__item:6,needs_review,new_requirement_review,교수학습지원센터,,,,c4__2_6__notes__item:6,,,source_json_single_side_review,true
act_00337,false,Department/risk values are operational candidates for review.,chg_00563,삭제후보,2.6,교수-학습 지원,교수학습지원센터,관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 이 준거는 전교생을 대상으로 실시하는 교수-학습 지원을 의미하는 것이므로 공학교육혁신센터 등과 같은 특정 학문 분야 관련 센터는 교수-학습 개선을 위한 전문 조직에 포함하지 않음,1,high,notes,c3__2_6__notes__item:1,,needs_review,deletion_or_move_review,교수학습지원센터,,,,c3__2_6__notes__item:1,,,source_json_single_side_review,true
act_00338,false,Department/risk values are operational candidates for review.,chg_00564,변경,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",증빙,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원과 겸임교원은 대학정보공시 「6-가. 전체 교원 대비 전임교원 현황」의 작성지침에 제시된 전임교원과 겸임교원을 의미함,2,medium,notes,c3__3_1__notes__item:1,c4__3_1__notes__item:1,candidate,evidence_preparation_update,교무처,교원인사 담당부서,,,c4__3_1__notes__item:1,,,source_json_comparative_candidate,true
act_00339,false,Department/risk values are operational candidates for review.,chg_00565,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 겸임교원 확보율은 전임교원과 겸임교원의 근무 형태 및 담당 업무 차이 등을 고려하여 30% 비중으로 반영함,1,high,notes,,c4__3_1__notes__item:2,needs_review,new_requirement_review,교무처,교원인사 담당부서,,30%;확보율,c4__3_1__notes__item:2,,,source_json_single_side_review,true
act_00340,false,Department/risk values are operational candidates for review.,chg_00566,변경,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교원은 대학에서 교원 인사 규정 등에 근거하여 자체적으로 분류하는 기준에 따라 작성하되, 교원의 유형과 직제별 현황을 구체적으로 확인할 수 있도록 작성함",2,medium,notes,c3__3_1__notes__item:2,c4__3_1__notes__item:3,candidate,evidence_preparation_update,교무처,교원인사 담당부서,,,c4__3_1__notes__item:3,,,source_json_comparative_candidate,true
act_00341,false,Department/risk values are operational candidates for review.,chg_00567,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교원의 직제별, 유형별 구성에서 전임교원은 정년트랙과 비정년트랙으로 구분하고, 비전임교원은 겸임교원, 초빙교원, 강사, 기타로 구분함",1,high,notes,,c4__3_1__notes__item:4,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__notes__item:4,,,source_json_single_side_review,true
act_00342,false,Department/risk values are operational candidates for review.,chg_00568,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교원의 유형별 담당 업무 주요 현황은 업무(교육, 연구, 수업 운영 등) 특성을 확인할 수 있도록 실제 사례를 중심으로 작성하며, 대학이 자체적으로 분류하는 교원 유형별(예: 강의 중점, 연구 중점, 겸임 및 초빙교원 등)로 구분하여 작성함",1,high,notes,,c4__3_1__notes__item:5,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__notes__item:5,,,source_json_single_side_review,true
act_00343,false,Department/risk values are operational candidates for review.,chg_00569,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 겸임 및 초빙교원은 전문분야를 중심으로 담당 교과 등 실제 활용실적 위주로 확인함,1,high,notes,,c4__3_1__notes__item:5.sub:001,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__notes__item:5.sub:001,,,source_json_single_side_review,true
act_00344,false,Department/risk values are operational candidates for review.,chg_00570,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 겸임교원은 본직 기관의 직무와 관련하여 실무·실험·실기·설계 등 산업체 등의 현장실무 경험을 필요로 하는 교과에 관한 실제 활용실적 위주로 작성함,1,high,notes,,c4__3_1__notes__item:5.sub:002,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__notes__item:5.sub:002,,,source_json_single_side_review,true
act_00345,false,Department/risk values are operational candidates for review.,chg_00571,신설후보,3.1,교원 확보 및 구성,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 초빙교원은 전문분야를 중심으로 특수한 교과를 위한 실제 활용실적 위주로 작성함,1,high,notes,,c4__3_1__notes__item:5.sub:003,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_1__notes__item:5.sub:003,,,source_json_single_side_review,true
act_00346,false,Department/risk values are operational candidates for review.,chg_00575,유지,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",기준값/정량;산식/기준산정;실적기간,true,"유의사항 및 관련 정책 항목 검토 및 준비: 강사 강의료는 매년 기준값 충족 여부를 평가하며, 충족하지 못한 경우 최근 3년간 평균을 고려하여 종합적으로 평가함",2,medium,notes,c3__3_3__notes__item:2,c4__3_3__notes__item:2,needs_review,metric_or_standard_update,교무처,교원인사 담당부서,최근 3년,3년;기준값;평균,c4__3_3__notes__item:2,,,source_json_comparative_candidate,true
act_00347,false,Department/risk values are operational candidates for review.,chg_00577,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 예술계열 학생 비율 50% 이상인 대학의 1:1 강의 강사 강의료는 별도 구분하여 작성 가능,1,high,notes,,c4__3_3__notes__item:4,needs_review,new_requirement_review,교무처,교원인사 담당부서,,50%;비율,c4__3_3__notes__item:4,,,source_json_single_side_review,true
act_00348,false,Department/risk values are operational candidates for review.,chg_00578,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 교원의 보수 수준은 2028년 4월 1일 기준으로 건강보험공단에 신고하는 보수총액을 기입함,1,high,notes,,c4__3_3__notes__item:5,needs_review,new_requirement_review,교무처,교원인사 담당부서,2028년,2028년,c4__3_3__notes__item:5,,,source_json_single_side_review,true
act_00349,false,Department/risk values are operational candidates for review.,chg_00580,신설후보,3.3,교원 처우 및 복지,"교무처, 교원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교원 복지제도 운영 실적에 가족수당, 정근수당, 상여금, 퇴직금 등 보수로 지급되는 제수당이나 법령에 따른 수당 등은 포함되지 않음",1,high,notes,,c4__3_3__notes__item:7,needs_review,new_requirement_review,교무처,교원인사 담당부서,,,c4__3_3__notes__item:7,,,source_json_single_side_review,true
act_00350,false,Department/risk values are operational candidates for review.,chg_00581,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열(자연과학+공학+의학) 교수 비율 20% 미만 대학의 전임교원 1인당 교내연구비는 기준값을 달리 적용함,1,high,notes,c3__3_4__notes__item:1,c4__3_4__notes__item:1,needs_review,metric_or_standard_update,연구처,교무처,,20%;기준값;비율,c4__3_4__notes__item:1,,,source_json_comparative_candidate,true
act_00351,false,Department/risk values are operational candidates for review.,chg_00582,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원 1인당 교내연구비 기준값은 물가변동 등에 따라 연도별로 재설정될 수 있음,1,high,notes,c3__3_4__notes__item:2,c4__3_4__notes__item:2,needs_review,metric_or_standard_update,연구처,교무처,,기준값,c4__3_4__notes__item:2,,,source_json_comparative_candidate,true
act_00352,false,Department/risk values are operational candidates for review.,chg_00583,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율의 적용 시에 대학설립유형을 구분하지 않음,1,high,notes,,c4__3_4__notes__item:3,needs_review,new_requirement_review,연구처,교무처,,비율,c4__3_4__notes__item:3,,,source_json_single_side_review,true
act_00353,false,Department/risk values are operational candidates for review.,chg_00584,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",산식/기준산정;실적기간,true,"유의사항 및 관련 정책 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율 산정에 사용되는 연구년제 대상자 수는 최근 4년 평균 연구년제 대상자 수로 하며, 평균값 산출 시 소수점 이하는 버림",1,high,notes,,c4__3_4__notes__item:4,needs_review,new_requirement_review,연구처,교무처,최근 4년,4년;산출;비율;평균,c4__3_4__notes__item:4,,,source_json_single_side_review,true
act_00354,false,Department/risk values are operational candidates for review.,chg_00585,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,"유의사항 및 관련 정책 항목 검토 및 준비: 자연계열(자연과학+공학+의학) 교수 비율이 20% 미만 대학은 전임교원 1인당 SCI급 논문 실적을 제외하고, 전임교원 1인당 교외연구비의 기준값을 2,000천원으로 함",1,high,notes,c3__5_3__notes__item:1,c4__3_4__notes__item:5,needs_review,metric_or_standard_update,연구처,교무처,,20%;000천원;기준값;비율,c4__3_4__notes__item:5,,,source_json_comparative_candidate,true
act_00355,false,Department/risk values are operational candidates for review.,chg_00586,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합은 기준값을 충족하는 지표의 개수를 고려하지 않고 자연계열 교수 비율로만 구분하여 적용함,1,high,notes,,c4__3_4__notes__item:6,needs_review,new_requirement_review,연구처,교무처,,기준값;비율,c4__3_4__notes__item:6,,,source_json_single_side_review,true
act_00356,false,Department/risk values are operational candidates for review.,chg_00587,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열 교수 비율이 20% 이상 대학은 4 이상,1,high,notes,c3__5_3__notes__item:2.sub:001,c4__3_4__notes__item:6.sub:001,needs_review,metric_or_standard_update,연구처,교무처,,20%;비율,c4__3_4__notes__item:6.sub:001,,,source_json_comparative_candidate,true
act_00357,false,Department/risk values are operational candidates for review.,chg_00588,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열 교수 비율이 20% 미만 대학은 전임교원 1인당 SCI급 논문 실적을 제외하고 3 이상,1,high,notes,c3__5_3__notes__item:2.sub:002,c4__3_4__notes__item:6.sub:002,needs_review,metric_or_standard_update,연구처,교무처,,20%;비율,c4__3_4__notes__item:6.sub:002,,,source_json_comparative_candidate,true
act_00358,false,Department/risk values are operational candidates for review.,chg_00589,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정;증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 대학의 계열별 특성을 반영하여 학문적 성과 및 기여 실적을 기술할 수 있으며, 예술계열의 경우 논문 실적을 공연, 전시회 실적 등으로 대체할 수 있음. 예술계열 교수의 공연, 전시회 실적에 대한 기준값은 예술대학 평균의 하위 25% 실적을 기준으로 설정함",1,high,notes,c3__5_3__notes__item:3,c4__3_4__notes__item:7,needs_review,new_requirement_review,연구처,교무처,,25%;기준값;평균,c4__3_4__notes__item:7,,,source_json_comparative_candidate,true
act_00359,false,Department/risk values are operational candidates for review.,chg_00590,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량;산식/기준산정,true,유의사항 및 관련 정책 항목 검토 및 준비: 예술계열 교수 비율이 50% 이상이고 자연계열 교수 비율이 20% 미만인 대학은 전임교원 1인당 등재(후보지) 논문 실적을 제외하고 실적의 합 3 이상 기준으로 선택할 수 있음,1,high,notes,,c4__3_4__notes__item:7.sub:001,needs_review,new_requirement_review,연구처,교무처,,50%;20%;비율,c4__3_4__notes__item:7.sub:001,,,source_json_single_side_review,true
act_00360,false,Department/risk values are operational candidates for review.,chg_00591,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",실적기간;증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 공연, 전시회 실적은 자료 기준연도를 참조하여 KRI 등록 실적으로 작성함",1,high,notes,,c4__3_4__notes__item:7.sub:002,needs_review,new_requirement_review,연구처,교무처,기준연도,,c4__3_4__notes__item:7.sub:002,,,source_json_single_side_review,true
act_00361,false,Department/risk values are operational candidates for review.,chg_00592,신설후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 예술계열이 있는 종교계 대학은 공연, 전시회 실적을 포함할 수 있음",1,high,notes,,c4__3_4__notes__item:7.sub:003,needs_review,new_requirement_review,연구처,교무처,,,c4__3_4__notes__item:7.sub:003,,,source_json_single_side_review,true
act_00362,false,Department/risk values are operational candidates for review.,chg_00593,유지,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원 1인당 교외연구비 기준값은 물가변동 등에 따라 연도별로 재설정될 수 있음,1,high,notes,c3__5_3__notes__item:4,c4__3_4__notes__item:8,needs_review,metric_or_standard_update,연구처,교무처,,기준값,c4__3_4__notes__item:8,,,source_json_comparative_candidate,true
act_00363,false,Department/risk values are operational candidates for review.,chg_00594,변경,3.4,교원의 연구활동 및 성과,"연구처, 교무처",증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 연구윤리 확립을 위한 노력 및 실적으로 연구윤리 관련 규정, 연구윤리위원회 구성 및 운영 실적과 전임교원, 비전임교원 등을 대상으로 한 KIRD 이수 및 자체 교육 등을 포함함",1,high,notes,c3__5_3__notes__item:5,c4__3_4__notes__item:9,needs_review,evidence_preparation_update,연구처,교무처,,,c4__3_4__notes__item:9,,,source_json_comparative_candidate,true
act_00364,false,Department/risk values are operational candidates for review.,chg_00595,이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교육지원인력은 실험·실습·실기 등의 교육활동을 전담하여 지원하는 인력임. 단, 행정을 전담하거나 겸직하는 행정조교는 제외함",1,high,notes,c3__3_4__notes__item:3,,needs_review,move_review,연구처,교무처,,,c3__3_4__notes__item:3,,,source_json_single_side_review,true
act_00365,false,Department/risk values are operational candidates for review.,chg_00596,삭제/이동후보,3.4,교원의 연구활동 및 성과,"연구처, 교무처",기준값/정량,true,유의사항 및 관련 정책 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합은 2개 이상의 지표가 기준값을 충족한 경우에만 인정함,1,high,notes,c3__5_3__notes__item:2,,needs_review,deletion_or_move_review,연구처,교무처,,기준값,c3__5_3__notes__item:2,,,source_json_single_side_review,true
act_00366,false,Department/risk values are operational candidates for review.,chg_00597,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",증빙,true,유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수는 대학정보공시 「14-사. 직원 현황」의 작성지침에 제시된 직원 현황을 활용함,1,high,notes,,c4__3_5__notes__item:1,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_5__notes__item:1,,,source_json_single_side_review,true
act_00367,false,Department/risk values are operational candidates for review.,chg_00598,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",산식/기준산정;증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 2025년 사립대학은 '기타' 직원을 제외하여 산출하여야 하며, 관련 직원 현황에 대한 별도 자료를 함께 제출해야함",1,high,notes,,c4__3_5__notes__item:1.sub:001,needs_review,new_requirement_review,총무처,직원인사 담당부서,2025년,2025년;산출,c4__3_5__notes__item:1.sub:001,,,source_json_single_side_review,true
act_00368,false,Department/risk values are operational candidates for review.,chg_00599,신설후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",산식/기준산정,true,"유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수 산출 시에는 제외되나 실제 업무를 수행하는 직원(외부 용역 업체 직원 등)이 있는 경우, 보고서에 별도로 기술함",1,high,notes,,c4__3_5__notes__item:2,needs_review,new_requirement_review,총무처,직원인사 담당부서,,산출,c4__3_5__notes__item:2,,,source_json_single_side_review,true
act_00369,false,Department/risk values are operational candidates for review.,chg_00602,삭제후보,3.5,직원 확보 및 인사,"총무처, 직원인사 담당부서",산식/기준산정;증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수는 해당연도 공시자료를 활용하기 때문에, 2021년부터는 직원수에 산학협력단과 무기계약직을 함께 포함하여 산출함",1,high,notes,c3__3_5__notes__item:1,,needs_review,deletion_or_move_review,총무처,직원인사 담당부서,2021년,2021년;산출,c3__3_5__notes__item:1,,,source_json_single_side_review,true
act_00370,false,Department/risk values are operational candidates for review.,chg_00603,신설후보,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 직원의 보수 수준은 2028년 4월 1일 기준으로 건강보험공단에 신고하는 보수총액을 기입함,1,high,notes,,c4__3_6__notes__item:1,needs_review,new_requirement_review,총무처,직원인사 담당부서,2028년,2028년,c4__3_6__notes__item:1,,,source_json_single_side_review,true
act_00371,false,Department/risk values are operational candidates for review.,chg_00604,신설후보,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 무기계약직은 정규직에 포함함,1,high,notes,,c4__3_6__notes__item:2,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_6__notes__item:2,,,source_json_single_side_review,true
act_00372,false,Department/risk values are operational candidates for review.,chg_00605,신설후보,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 직원 복지제도 운영 실적에 가족수당, 정근수당, 상여금, 퇴직금 등 보수로 지급되는 제수당이나 법령에 따른 수당 등은 포함되지 않음",1,high,notes,,c4__3_6__notes__item:3,needs_review,new_requirement_review,총무처,직원인사 담당부서,,,c4__3_6__notes__item:3,,,source_json_single_side_review,true
act_00373,false,Department/risk values are operational candidates for review.,chg_00607,변경,3.6,직원 복지 및 업무 역량 개발,"총무처, 직원인사 담당부서",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 일반교양 강좌 등 직무와 관련 없는 프로그램은 실적으로 인정하지 않음,2,medium,notes,c3__3_6__notes__item:2,c4__3_6__notes__item:5,candidate,content_change_review,총무처,직원인사 담당부서,,,c4__3_6__notes__item:5,,,source_json_comparative_candidate,true
act_00374,false,Department/risk values are operational candidates for review.,chg_00612,신설후보,4.1,장학 제도 및 학생 자치활동 지원,"학생처, 장학 담당부서",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 조직, 시설, 인력, 예산, 프로그램, 만족도 조사 등",1,high,notes,,c4__4_1__notes__item:3.sub:001,needs_review,new_requirement_review,학생처,장학 담당부서,,,c4__4_1__notes__item:3.sub:001,,,source_json_single_side_review,true
act_00375,true,Department/risk values are operational candidates for review.,chg_00613,신설후보,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 전문상담원에서 '전문'이란 상담심리사 자격증을 보유한 자를 의미함,1,high,notes,,c4__4_2__notes__item:1,needs_review,new_requirement_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:1,,,source_json_single_side_review,true
act_00376,true,Department/risk values are operational candidates for review.,chg_00614,신설후보,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 국가전문자격: 정신건강전문요원 1,2급/청소년상담사 1,2급/전문상담교사 1,2급",1,high,notes,,c4__4_2__notes__item:1.sub:001,needs_review,new_requirement_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:1.sub:001,,,source_json_single_side_review,true
act_00377,true,Department/risk values are operational candidates for review.,chg_00615,신설후보,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 민간자격: 임상심리전문가(한국심리학회), 상담심리사 1,2급(한국상담심리학회/한국심리학회), 전문상담사 1,2급(한국상담학회)",1,high,notes,,c4__4_2__notes__item:1.sub:002,needs_review,new_requirement_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:1.sub:002,,,source_json_single_side_review,true
act_00378,true,Department/risk values are operational candidates for review.,chg_00616,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 심리상담 실적은 진로 상담, 취·창업 상담, 단과대학이나 학과에서 이루어진 상담실적은 포함하지 않음",1,high,notes,c3__4_2__notes__item:1,c4__4_2__notes__item:2,needs_review,content_change_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:2,,,source_json_comparative_candidate,true
act_00379,true,Department/risk values are operational candidates for review.,chg_00617,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,유의사항 및 관련 정책 항목 검토 및 준비: 학생상담 센터 외 조직에서 심리상담을 실시한 실적이 있는 경우 학생상담 센터에서 실시한 심리상담 실적과 구분하여 작성함,1,high,notes,c3__4_2__notes__item:2,c4__4_2__notes__item:3,needs_review,content_change_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:3,,,source_json_comparative_candidate,true
act_00380,true,Department/risk values are operational candidates for review.,chg_00618,신설후보,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 인권센터의 경우, 인력 구성 등 센터 운영 전반이 고등교육법 등 관련 법령에서 정한 규정에 부합하여야 함",1,high,notes,,c4__4_2__notes__item:4,needs_review,new_requirement_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:4,,,source_json_single_side_review,true
act_00381,true,Department/risk values are operational candidates for review.,chg_00619,유지,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",관련 규정·운영자료·실적자료 확인,true,"유의사항 및 관련 정책 항목 검토 및 준비: 학생 권익 보호는 학생 인권, 성희롱·성폭력 예방, 양성평등 등 기본적 권리를 위한 활동을 의미함",1,high,notes,c3__4_3__notes__item:2,c4__4_2__notes__item:5,needs_review,monitoring_review,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:5,,,source_json_comparative_candidate,true
act_00382,true,Department/risk values are operational candidates for review.,chg_00620,변경,4.2,학생 심리상담 및 권익 보호,"학생상담센터, 인권센터, 장애학생지원센터",증빙,true,"유의사항 및 관련 정책 항목 검토 및 준비: 소수집단학생은 장애학생, 다문화가정 학생, 북한이탈주민 학생 등을 의미하며 그 밖에 대학에서 배려가 필요하다고 규정하는 소수의 학생도 인정함",1,high,notes,c3__4_3__notes__item:3,c4__4_2__notes__item:6,needs_review,evidence_preparation_update,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:6,,,source_json_comparative_candidate,true
