candidate_note_3,candidate_note_4,candidate_only_warning,change_categories,change_id,change_type,cycle3_criterion,cycle3_title,cycle4_criterion,cycle4_title,field_name_4,item_path_4,manual_review_required,section_label,section_type,similarity,source_id_3,source_id_4,source_text_3,source_text_4,verification_status,global_match_status,global_candidate_count,review_reason,human_review_status,official_confirmation_needed
,신규 추가,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00502,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,items,item:4,true,유의사항 및 관련 정책,notes,,,c4__1_6__notes__item:4,,"사회공헌 활동 계획으로 지속 가능한 발전(지속가능발전목표(SDGs), ESG, 탄소중립)을 위한 실천 계획 및 사례가 있는 경우 포함하여 작성 가능하며, 해당 대학의 건학이념이나 발전계획에 부합하는 국가 핵심 인력양성계획(과학, 산업, 국방, 예술, 체육 등)등 다양한 계획을 작성하는 것이 가능함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
,"단일화됨: 3주기 5.6 items 1-4를 하나의 항목으로 통합. 해외기관 교류·협력, 산학협력 면제 대학 기준 등 내용 확장",Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00503,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,items,item:5,true,유의사항 및 관련 정책,notes,,,c4__1_6__notes__item:5,,"지역사회(지역대학, 해외기관 등 포함)와의 인적·물적 자원 공유와 연계·협력 실적은 교육, 연구 및 산학협력의 성과를 지역사회, 지역대학, 해외기관, 지방자치단체, 연구소 및 산업계 등과 공유하는 것을 의미하며 대학의 특성을 고려함",needs_review,weak_candidate,3,target_only_new_or_move_review;needs_review_status,pending,true
단일화됨: 4주기 1.6 item5로 통합,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00504,신설후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:5.sub:001,true,유의사항 및 관련 정책,notes,0.606,c3__5_6__notes__item:2,c4__1_6__notes__item:5.sub:001,"지역사회 연계·협력은 교육, 연구 및 산학의 결과물을 지역사회 및 다양한 산업계와 공유하는 것을 의미하며 대학의 특성을 고려함 (지역사회의 범위에는 지방자치단체, 산업계, 연구기관, 공공기관, 초·중등교육기관 등을 모두 포함함)","지역사회의 범위에는 지방자치단체, 산업계, 연구기관, 공공기관, 초·중등교육기관 등을 모두 포함함",needs_review,weak_candidate,2,low_similarity_match;needs_review_status,pending,true
단일화됨: 4주기 1.6 item5로 통합. items 1-4가 하나의 항목으로 통합되면서 해외기관 교류 및 산학협력 면제 기준 등 내용 확장,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00505,신설후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:5.sub:002,true,유의사항 및 관련 정책,notes,0.684,c3__5_6__notes__item:1,c4__1_6__notes__item:5.sub:002,지역대학과의 인적·물적 자원 공유는 대학의 특성을 고려함 (지역대학의 범위에는 인근 지역의 고등교육기관을 모두 포함함),지역대학의 범위에는 인근 지역의 고등교육기관을 모두 포함함,needs_review,possible_candidate,1,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00506,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:5.sub:003,true,유의사항 및 관련 정책,notes,,,c4__1_6__notes__item:5.sub:003,,"해외기관은 해외 대학, 연구소, 기업 등을 모두 포함하며, 해외기관과의 교류 협력은 교육, 연구, 인턴십 등의 활동과 양해각서(MOU)를 체결한 실적 등을 의미하며, 필수 기재사항이 아닌 해당 실적이 있는 경우에 한해 작성함 [신규 추가]",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
"단일화됨: 4주기 1.6 item5로 통합. '지역대학 및', '체육시설 포함', '지식재산권 출원 및 등록 실적, 기술이전수입료 실적' 등 추가",,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00507,변경,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:5.sub:004,false,유의사항 및 관련 정책,notes,0.769,c3__5_6__notes__item:4,c4__1_6__notes__item:5.sub:004,"교육, 연구, 산학협력 성과의 지역사회 공유 실적은 강좌공개 등 교육 및 연구 결과의 공유 실적, 지역사회 주민 참여 프로그램 지원 실적, 기타 인적·물적 차원의 대학자원 공유 실적, 산업계 공동연구, 가족회사 운영 등을 의미함","교육, 연구, 산학협력 성과의 공유 실적은 강좌공개 등 교육 및 연구 결과의 공유 실적, 지역대학 및 지역사회 주민 참여 프로그램 지원 실적, 기타 인적·물적 차원의 대학의 자원(체육시설 포함) 공유·개방 실적, 지식재산권 출원 및 등록 실적, 기술이전수입료 실적, 산업체 공동연구, 가족회사 운영, 산업계관점 대학평가 등을 의미함",candidate,not_applicable,0,candidate_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,기준값/정량;범위확장;산식/기준산정,chg_00508,신설후보,,,1.6,사회공헌 및 지역사회 연계·협력,sub_items,item:5.sub:005,true,유의사항 및 관련 정책,notes,,,c4__1_6__notes__item:5.sub:005,,"산학협력 실적은 대학의 특성(설립이념, 규모 등)을 반영하여 평가함. * 재학생 기준 또는 입학정원 기준 중 종교 관련 학과의 학생수가 50% 이상인 대학, 재학생 기준 또는 입학정원 기준 중 예술계열 학과의 학생수가 50% 이상인 대학, 재학생 1,000명 미만 소규모 대학, 자연과학(자연과학+공학+의학) 교수 비율 20% 미만 대학은 산학협력 성과 공유 실적이 필수 기재 사항은 아님",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
단일화됨: 4주기 1.6 item2에서 item3과 통합됨,,Unmatched 3-cycle item requires human deletion/move review.,범위축소,chg_00509,삭제/이동후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,유의사항 및 관련 정책,notes,,c3__5_5__notes__item:2,,"특정교과목(사회복지 전공과목, 교육봉사 교과목 등)으로 표현되는 전공 관련, 자격취득 관련 과목은 사회봉사교과목에서 제외함",,needs_review,possible_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
삭제됨: 4주기 전체에 해당 항목 없음,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00510,삭제후보,5.5,사회봉사,1.6,사회공헌 및 지역사회 연계·협력,,,true,유의사항 및 관련 정책,notes,,c3__5_5__notes__item:4,,"담당 교수를 배정하고, 봉사이론 및 안전에 대한 강의를 해야함. 또한, 대표자(처장 총괄 등)를 두거나, 활동시간을 (행정)직원이 확인만 하여 학점을 부여하는 운영방식은 인정하지 않음",,needs_review,no_candidate,0,source_only_delete_or_move_review;needs_review_status,pending,true
단일화됨: 4주기 1.6 item5로 통합,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00511,삭제/이동후보,5.6,지역사회 연계·협력,1.6,사회공헌 및 지역사회 연계·협력,,,true,유의사항 및 관련 정책,notes,,c3__5_6__notes__item:3,,"대학의 산학협력 실적은 대학의 특성(설립이념, 규모 등)을 반영하여 평가함",,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,증빙,chg_00512,신설후보,,,2.1,교육과정 체계,items,item:1,true,유의사항 및 관련 정책,notes,,,c4__2_1__notes__item:1,,"교육과정은 교육목표와 인재상 실현을 위해 대학의 교양교육과정과 전공교육과정 관련 규정 및 지침 등에 근거하여 대학 차원에서 제공하는 학점을 부여하는 교과과정을 의미하며, 학점을 부여하는 교과목으로 구성되는 교과과정의 내실있는 운영을 중심으로 평가함. 학점을 부여하지 않는 학습, 심리상담, 진로, 취·창업 등의 학생 활동에 도움을 주는 '지원 프로그램'은 교육과정 체계에서는 다루지 않음",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
"변경됨(4주기 2.1 item2): '사범계열, 보건계열 등의 자격증 취득 등' 예시 추가",,Change type is heuristic unless verification_status is confirmed.,산식/기준산정,chg_00513,변경,2.1,교육과정 체계,2.1,교육과정 체계,items,item:2,false,유의사항 및 관련 정책,notes,0.839,c3__2_1__notes__item:4,c4__2_1__notes__item:2,"졸업 이수 학점, 교양, 전공 학점 비율 등은 학교나 학과의 특성을 반영하여 평가함(예: 공학교육인증 및 각종 프로그램 인증 등 특수 상황 감안)","졸업 이수 학점, 교양, 전공 학점 비율 등은 학교나 학과의 특성을 반영하여 평가함(예: 공학교육인증 등의 프로그램 인증, 사범계열, 보건계열 등의 자격증 취득 등 특수 상황 감안)",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,기준값/정량;산식/기준산정;증빙,chg_00514,신설후보,,,2.1,교육과정 체계,items,item:3,true,유의사항 및 관련 정책,notes,,,c4__2_1__notes__item:3,,"졸업 이수 학점 중 교양 학점 비율에서 정부시책 변화, 글로컬대학30, 지역혁신중심대학지원체계(RISE), 프로그램 인증(공학교육인증, 간호교육인증 등) 등으로 권장 기준(30%±10%) 적용이 어려울 경우, 학칙이나 규정에 근거한 예외적 사항을 반영하여 평가함",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00515,신설후보,,,2.1,교육과정 체계,items,item:4,true,유의사항 및 관련 정책,notes,,,c4__2_1__notes__item:4,,"학사구조 개편은 기존 학과·학부가 통·폐합 등으로 새로운 학사단위(학과·학부·전공 등)의 신설, 무전공·무학과 등이 운영되는 것을 의미하는 것임. 학사구조 개편에 따른 교육과정 편성 현황은 이상에 제시한 경우와 같은 해당 사항이 있는 경우에만 기술함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00516,신설후보,,,2.1,교육과정 체계,items,item:5,true,유의사항 및 관련 정책,notes,,,c4__2_1__notes__item:5,,"교육과정 편성·운영 및 개선을 담당하는 성격의 조직을 통칭하여 교육과정위원회라 하고, 교육과정위원회는 교양교육과정과 전공교육과정을 종합적으로 심의하고 교육과정 편성·운영 및 개선을 위한 대학 내의 최고 심의를 담당하는 기구임. 해당 위원회는 교무위원으로만 구성하지 않고 계열별·학문별 대표성을 가진 내·외부 인사를 포함해야 함",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
"변경됨(4주기 2.1 item6): '강의평가, 교과목 CQI' 추가",,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00517,변경,2.1,교육과정 체계,2.1,교육과정 체계,items,item:6,false,유의사항 및 관련 정책,notes,0.925,c3__2_1__notes__item:6,c4__2_1__notes__item:6,"교육과정에 대한 평가는 교육과정 만족도 조사결과를 포함하여 편성, 개설, 운영 등 전 과정이 적절하게 이루어졌는지에 대한 다양한 형태의 평가를 의미함","교육과정에 대한 평가는 강의평가, 교과목 CQI, 교육과정 만족도 조사결과를 포함하여 편성, 개설, 운영 등 전 과정이 적절하게 이루어졌는지에 대한 다양한 형태의 평가를 의미함",candidate,not_applicable,0,candidate_status,pending,true
변경됨(4주기 2.1 item7): '확인함' → '반영하여 평가함'으로 표현 변경,,Change type is heuristic unless verification_status is confirmed.,범위축소;범위확장;증빙,chg_00518,변경,2.1,교육과정 체계,2.1,교육과정 체계,items,item:7,false,유의사항 및 관련 정책,notes,0.950,c3__2_1__notes__item:7,c4__2_1__notes__item:7,"교양 및 전공교육과정 개편 실적 자료는 교육과정 평가결과에 기반한 개선 실적 요약표, 신구대조표(교양은 전체, 전공은 계열별 대표사례 선정), 신규 개설·폐지 목록(변경·폐지 사유 포함) 등을 확인함","교양 및 전공교육과정 개편 실적 자료는 교육과정 평가결과에 기반한 개선 실적 요약표, 신구대조표(교양은 전체, 전공은 계열별 대표사례 선정), 신규 개설·폐지 목록(변경·폐지 사유 포함) 등을 반영하여 평가함",candidate,not_applicable,0,candidate_status;evidence_or_metric_impact,pending,true
변경됨(4주기 2.1 item1): 교육과정 정의가 '교과+비교과 포괄' → '교과과정 중심'으로 재편. 비교과 관련 상세 기술은 삭제됨,,Unmatched 3-cycle item requires human deletion/move review.,증빙,chg_00519,삭제후보,2.1,교육과정 체계,2.1,교육과정 체계,,,true,유의사항 및 관련 정책,notes,,c3__2_1__notes__item:1,,"교육과정은 교과과정과 비교과과정으로 구분하며, 이 중 교과과정은 학점을 부여하는 교과목을 의미하고, 비교과과정은 학점을 부여하지는 않지만 교양 또는 전공 교육과정에서 교육목표와 인재상 실현을 위해 대학의 교육과정 관련 규정 및 지침 등에 근거하여 대학 차원에서 제공하는 교육적 경험을 의미함",,needs_review,weak_candidate,3,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
삭제됨: 4주기에서 비교과과정 기술 안내 항목 삭제됨,,Unmatched 3-cycle item requires human deletion/move review.,증빙,chg_00520,삭제후보,2.1,교육과정 체계,2.1,교육과정 체계,,,true,유의사항 및 관련 정책,notes,,c3__2_1__notes__item:2,,"교양교육과정의 비교과과정(예: 공인영어성적, 한자인증, 봉사활동 등)과 전공교육과정의 비교과과정(예: 답사, 현장 견학, 공인영어성적, 봉사활동, 졸업논문, 졸업과제 등)은 각 대학별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(교양교육과 전공교육은 교과과정만으로도 이루어질 수 있도록 하고, 비교과과정은 특별히 필요한 경우에만 규정 또는 제공하는 것을 권장함)",,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
삭제됨: 4주기 2.1 item1에 '지원 프로그램은 교육과정 체계에서 다루지 않음'으로 간략 흡수됨,,Unmatched 3-cycle item requires human deletion/move review.,범위확장,chg_00521,삭제후보,2.1,교육과정 체계,2.1,교육과정 체계,,,true,유의사항 및 관련 정책,notes,,c3__2_1__notes__item:3,,"학점을 부여하지 않고 학습, 심리상담, 진로, 취·창업 등을 지원하는 프로그램은 비교과교육이지만, 교육과정에는 포함되지 않으므로 이후의 해당 준거에서 기술하도록 함. 참고로 학습지원프로그램은 2.6(교수-학습 지원), 심리상담 및 진로 지원 프로그램은 4.2(학생 심리 및 진로 상담), 취·창업 지원 프로그램은 5.4(취·창업지원 성과)에서 가각 기술함",,needs_review,no_candidate,0,source_only_delete_or_move_review;needs_review_status,pending,true
"변경됨(4주기 2.1 item5): 정의 확장, 심의 범위·역할 및 '내·외부 인사 포함해야 함' 의무 추가",,Unmatched 3-cycle item requires human deletion/move review.,,chg_00522,삭제/이동후보,2.1,교육과정 체계,2.1,교육과정 체계,,,true,유의사항 및 관련 정책,notes,,c3__2_1__notes__item:5,,교육과정위원회는 교육과정 편성·운영 및 개선을 담당하는 성격의 조직을 통칭함,,needs_review,weak_candidate,2,source_only_delete_or_move_review;needs_review_status,pending,true
삭제됨: 4주기 2.1에 해당 항목 없음,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00523,삭제후보,2.1,교육과정 체계,2.1,교육과정 체계,,,true,유의사항 및 관련 정책,notes,,c3__2_1__notes__item:8,,"대학요람은 인쇄물이 아닌 파일(HWP, PDF 형식)로 제출해야 하고, 대학요람을 별도 제작, 발간하지 않더라도 기존 요람에 준하는 내용을 제출해야 함",,needs_review,possible_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
"변경됨(4주기 2.2 item1): 항목 순서 앞으로 이동, 표현 정리",,Change type is heuristic unless verification_status is confirmed.,,chg_00524,신설후보,2.2,교양교육과정,2.2,교양교육과정,items,item:1,true,유의사항 및 관련 정책,notes,0.534,c3__2_2__notes__item:2,c4__2_2__notes__item:1,전공기초 과목이란 특정 학과/전공 소속 학생만 이수하도록 요구하는 교과목으로 교양과목으로 편성하는 것을 지양함. 교양교과목은 학부/단과대학 단위로 학생에게 이수를 요구하도록 해야 함,"교양 교과목은 학부/단과대학 단위의 이상으로 학생에게 이수를 요구하도록 해야 하며, 특정 학과/전공 소속 학생만 이수하도록 요구하는 교과목은 전공기초의 성격으로 교양과목으로 편성하는 것을 지양함",needs_review,possible_candidate,1,low_similarity_match;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장;산식/기준산정,chg_00525,신설후보,,,2.2,교양교육과정,items,item:2,true,유의사항 및 관련 정책,notes,,,c4__2_2__notes__item:2,,"교양필수와 교양선택의 비율, 교양과목의 편성 대비 개설 비율, 교양선택의 폭 등은 학교나 학과의 특성을 반영하여 학생의 교양 교과목 선택권을 보장하고 있는지 여부를 평가함(예: 공학교육인증 등의 각종 프로그램 인증, 사범계열, 보건계열 등의 자격 취득 등 특수 상황 감안). 다만, 교양 선택필수의 경우에 영역별로 다양한 교과목을 개설하여 학생의 선택권을 보장하고, 영역별 균형있는 이수를 고려한 경우는 교양선택의 비율로 고려할 수 있음",needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00526,신설후보,,,2.2,교양교육과정,items,item:3,true,유의사항 및 관련 정책,notes,,,c4__2_2__notes__item:3,,"강좌 운영의 내실화를 위한 질 관리란 대규모 강좌에 수업 튜터 등 지원 인력 배치, 교수자가 다른 동일과목의 일관성 유지 등을 위한 교양 교과목 운영 정책과 현황을 의미함",needs_review,no_candidate,0,target_only_new_or_move_review;needs_review_status,pending,true
,단일화됨: 3주기 items 5-6을 하나의 항목으로 통합. 비교과과정 기술 안내 추가되면서 '전담조직·전담인력을 구성하는 것이 아님' 표현 삭제됨,Change type is heuristic unless verification_status is confirmed.,,chg_00527,신설후보,,,2.2,교양교육과정,items,item:4,true,유의사항 및 관련 정책,notes,,,c4__2_2__notes__item:4,,"교양교육 운영 지원 체계는 교양교육을 지원하기 위한 기능이 갖추어져 있음을 의미하며, 이와 관련된 대학의 특성을 고려하여 조직, 인력 등의 체계를 구성하고 있는지를 확인함. 또한, 교양교육과정의 비교과과정(예: 공인영어성적, 한자인증, 봉사활동 등)으로 학점을 부여하지는 않지만, 교양교육과정에서 교육목표와 인재상 실현을 위해 교양교육 차원에서 제공하는 교육적 경험 등이 있는 경우에는 기술함",needs_review,weak_candidate,2,target_only_new_or_move_review;needs_review_status,pending,true
"변경됨(4주기 2.2 item2): '편성 대비 개설 비율', '교양선택의 폭', '학생 선택권 보장' 기준 추가. '사범계열, 보건계열' 예시 추가. 교양 선택필수 허용 기준 추가",,Unmatched 3-cycle item requires human deletion/move review.,범위확장;산식/기준산정,chg_00528,삭제/이동후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:1,,교양필수와 교양선택의 비율은 학교나 학과의 특성을 반영하여 평가함(예: 공학교육인증 및 각종 프로그램 인증 등 특수 상황 감안),,needs_review,weak_candidate,3,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
"변경됨(4주기 2.2 item3): '대규모 강좌에 수업 튜터 등 지원 인력 배치', '동일과목 일관성 유지'로 표현 방식 변경. 온라인강좌 제외 기준 세부 사항 삭제",,Unmatched 3-cycle item requires human deletion/move review.,기준값/정량;범위축소;산식/기준산정;증빙,chg_00529,삭제후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:3,,"대규모 강좌 비율 산출 시 수업 튜터(최소 100명당 1명)가 있는 온라인강좌는 제외하며, 근거 자료로 온라인강좌 관련 규정 및 운영 현황(강좌 목록, 수강학생 수, 튜터 지원 인원 등)을 확인함",,needs_review,no_candidate,0,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
삭제됨: 4주기 2.2에 해당 항목 없음,,Unmatched 3-cycle item requires human deletion/move review.,산식/기준산정,chg_00530,삭제후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:4,,교양과목의 질적 수준을 점검하기 위하여 전임교원의 교양과목 강좌담당 비율 및 평균 강의 시수를 확인함,,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
단일화됨: 4주기 2.2 item4에서 item6과 통합됨,,Unmatched 3-cycle item requires human deletion/move review.,범위확장;증빙,chg_00531,삭제/이동후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:5,,"교양교육과정의 비교과과정(예: 공인영어성적, 한자인증, 봉사활동 등)은 각 대학별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(교양교육은 교과과정을 통해 대부분 이루어지도록 하고, 비교과과정은 특별히 필요한 경우에만 규정하는 것을 권장함). 단, 학점을 부여하지 않고 학습, 심리상담, 진로, 취·창업 등을 지원하는 프로그램은 비교과교육이지만, 교육과정에는 포함되지 않으므로 이후의 해당 준거에서 기술하도록 함. 참고로 학습지원프로그램은 2.6(교수-학습 지원), 심리상담 및 진로 지원 프로그램은 4.2(학생 심리 및 진로 상담), 취·창업 지원 프로그램은 5.4(취·창업지원 성과)에서 가각 기술함",,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
단일화됨: 4주기 2.2 item4에서 item5와 통합. '전담조직·전담인력을 구성하는 것이 아님' 표현 삭제,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00532,삭제후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:6,,"교양교육 운영 지원 체계는 교양교육을 지원하기 위한 기능이 갖추어져 있음을 의미하는 것으로 전담조직, 전담인력 등의 체계를 구성하는 것을 의미하는 것은 아님",,needs_review,weak_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
삭제됨: 4주기 2.2에 해당 항목 없음,,Unmatched 3-cycle item requires human deletion/move review.,,chg_00533,삭제후보,2.2,교양교육과정,2.2,교양교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_2__notes__item:7,,"대학요람은 인쇄물이 아닌 파일(HWP, PDF 형식)로 제출해야 하고, 대학요람을 별도 제작, 발간하지 않더라도 기존 요람에 준하는 내용을 제출해야 함",,needs_review,possible_candidate,1,source_only_delete_or_move_review;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00534,신설후보,,,2.3,전공교육과정,items,item:1,true,유의사항 및 관련 정책,notes,,,c4__2_3__notes__item:1,,"전공 교과과정의 편성 원칙은 전공기초, 전공필수, 전공선택 등의 편성 근거를 포함하여 기술함",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
,신규 추가,Change type is heuristic unless verification_status is confirmed.,,chg_00535,신설후보,,,2.3,전공교육과정,items,item:2,true,유의사항 및 관련 정책,notes,,,c4__2_3__notes__item:2,,전공교육과정과 학부·학과(전공) 교육목표 및 인재상과의 연계성에서 계열을 고려하여 3~4개 전공에 대해 작성(학문분야 인증을 획득한 학과·학부(전공)은 전체 중에 1~2개 내에서 기술할 수 있음),needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
,,Change type is heuristic unless verification_status is confirmed.,범위확장;산식/기준산정,chg_00536,신설후보,,,2.3,전공교육과정,items,item:3,true,유의사항 및 관련 정책,notes,,,c4__2_3__notes__item:3,,"전공필수와 전공선택의 비율은 학부·학과(전공)의 특성을 반영하여 학생의 전공 교과목 선택권을 보장하고 있는지 여부를 평가함(단, 공학교육인증 등의 각종 프로그램 인증, 사범계열, 보건계열 등의 자격증 취득 등 특수 상황 감안)",needs_review,weak_candidate,3,target_only_new_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
,,Change type is heuristic unless verification_status is confirmed.,,chg_00537,신설후보,,,2.3,전공교육과정,items,item:4,true,유의사항 및 관련 정책,notes,,,c4__2_3__notes__item:4,,"전공 교과목 이수 체계도는 전공능력이나 전공 과목 유형별로 체계를 구성해서 학생들이 수강신청이나 교과 이수에 반영하도록 하며, 전공교육과정의 비교과과정(예: 답사, 현장 견학, 공인영어성적, 봉사활동, 졸업논문, 졸업과제 등)은 학점을 부여하지는 않지만 전공교육과정에서 전공능력 실현을 위해 대학 차원에서 제공하는 교육적 경험 등이 있는 경우에는 기술함",needs_review,weak_candidate,3,target_only_new_or_move_review;needs_review_status,pending,true
변경됨(4주기 2.3 item5): '마이크로디그리·나노디그리' 실적 정성 감안 추가,,Change type is heuristic unless verification_status is confirmed.,산식/기준산정,chg_00538,신설후보,2.3,전공교육과정,2.3,전공교육과정,items,item:5,true,유의사항 및 관련 정책,notes,0.545,c3__2_3__notes__item:2,c4__2_3__notes__item:5,"부·복수·다전공·기타 전공(융합, 연계, 자율전공 등) 제도의 이수 현황은 대학의 특성을 반영하여 평가함","부·복수·다전공·기타 전공(융합, 연계, 자율전공 등)의 이수 권장 비율은 확인하지만 대학의 특성을 반영하며, 전공 등 교육 내용을 소단위로 세분화하여 운영하는 마이크로디그리·나노디그리 등의 실적을 정성적으로 감안하여 평가함",needs_review,weak_candidate,5,low_similarity_match;needs_review_status;evidence_or_metric_impact,pending,true
"변경됨(4주기 2.3 item6): '실기'에 '설계' 추가, 수업시수·운영비 등 확인 방법 구체화",,Change type is heuristic unless verification_status is confirmed.,범위확장,chg_00539,신설후보,2.3,전공교육과정,2.3,전공교육과정,items,item:6,true,유의사항 및 관련 정책,notes,0.689,c3__2_3__notes__item:3,c4__2_3__notes__item:6,"전공 교과과정 과목유형별 운영 현황에서 실험·실습·실기 과목을 확인함에 있어 공학계열의 설계과목, 캡스톤디자인 등은 별도 확인함. 분류가 어려운 경우에는 대학이 임의로 계열을 분류하여 작성함","전공 교과과정 과목 유형별 운영 현황에서 실험·실습·실기·설계 과목 운영의 적절성은 학점당 수업시수 현황, 조교 혹은 튜터 등의 교육지원인력, 실험·실습·실기·설계 과목 수업 운영비 사용 여부 등을 확인하며, 공학계열 등의 설계과목, 캡스톤디자인 등도 포함함. 분류가 어려운 경우에는 대학이 임의로 계열을 분류하여 작성함",needs_review,possible_candidate,1,low_similarity_match;needs_review_status,pending,true
,신규 추가(3주기 3.4 item3에서 이동·변경됨: 교육지원인력이 2.3으로 이동),Change type is heuristic unless verification_status is confirmed.,,chg_00540,신설후보,,,2.3,전공교육과정,items,item:7,true,유의사항 및 관련 정책,notes,,,c4__2_3__notes__item:7,,"실험·실습·실기·설계 과목 운영의 적절성 확인을 위한 교육지원인력은 실험·실습·실기·설계를 지원하는 수업조교 등으로 교원의 교육을 지원하는 인력을 의미함. 수업 조교는 학교의 특성을 반영하여 정성적으로 평가함(단, 학과의 행정 조교는 해당사항 없음)",needs_review,weak_candidate,1,target_only_new_or_move_review;needs_review_status,pending,true
"변경됨(4주기 2.3 item3): '학생의 전공 교과목 선택권 보장' 평가 목적 추가, 예외 상황 예시 구체화",,Unmatched 3-cycle item requires human deletion/move review.,범위확장;산식/기준산정,chg_00541,삭제/이동후보,2.3,전공교육과정,2.3,전공교육과정,,,true,유의사항 및 관련 정책,notes,,c3__2_3__notes__item:1,,전공필수와 전공선택의 비율은 학부·학과(전공)의 특성을 반영하여 평가함,,needs_review,weak_candidate,3,source_only_delete_or_move_review;needs_review_status;evidence_or_metric_impact,pending,true
