candidate_id,candidate_type,verification_status,candidate_only_warning,section_type,section_label,source_file,source_file_date,input_index,json_path,source_id,ai_group_id,ai_theme,ai_mapping_type,ai_mapping_note,cycle4_criterion,cycle4_title,cycle_context,criterion_context,title_context
cand_00322,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[0].mapping_note,c3__2_2__notes__item:1,,,,"변경됨(4주기 2.2 item2): '편성 대비 개설 비율', '교양선택의 폭', '학생 선택권 보장' 기준 추가. '사범계열, 보건계열' 예시 추가. 교양 선택필수 허용 기준 추가",,,3,2.2,교양교육과정
cand_00323,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[1].mapping_note,c3__2_2__notes__item:2,,,,"변경됨(4주기 2.2 item1): 항목 순서 앞으로 이동, 표현 정리",,,3,2.2,교양교육과정
cand_00324,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[2].mapping_note,c3__2_2__notes__item:3,,,,"변경됨(4주기 2.2 item3): '대규모 강좌에 수업 튜터 등 지원 인력 배치', '동일과목 일관성 유지'로 표현 방식 변경. 온라인강좌 제외 기준 세부 사항 삭제",,,3,2.2,교양교육과정
cand_00325,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[3].mapping_note,c3__2_2__notes__item:4,,,,삭제됨: 4주기 2.2에 해당 항목 없음,,,3,2.2,교양교육과정
cand_00326,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[4].mapping_note,c3__2_2__notes__item:5,,,,단일화됨: 4주기 2.2 item4에서 item6과 통합됨,,,3,2.2,교양교육과정
cand_00327,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[5].mapping_note,c3__2_2__notes__item:6,,,,단일화됨: 4주기 2.2 item4에서 item5와 통합. '전담조직·전담인력을 구성하는 것이 아님' 표현 삭제,,,3,2.2,교양교육과정
cand_00328,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,8,cycle_3[0].items[6].mapping_note,c3__2_2__notes__item:7,,,,삭제됨: 4주기 2.2에 해당 항목 없음,,,3,2.2,교양교육과정
cand_00329,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,$,,9,전공교육과정,유지 (1:1),"3주기 2.3이 4주기 2.3으로 유지됨. '전공 교과과정 편성 원칙'(item1), '전공-교육목표 연계성 작성 기준'(item2), '교육지원인력 정의'(item7) 항목 신규 추가. '실험·실습·실기'에 '설계' 추가 및 확인 방법 구체화. 부·복수전공에 '마이크로디그리·나노디그리' 추가. 대학요람 항목 삭제됨.",2.3,전공교육과정,,,
cand_00330,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_4.items[0].mapping_note,c4__2_3__notes__item:1,,,,신규 추가,,,4,2.3,전공교육과정
cand_00331,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_4.items[1].mapping_note,c4__2_3__notes__item:2,,,,신규 추가,,,4,2.3,전공교육과정
cand_00332,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_4.items[6].mapping_note,c4__2_3__notes__item:7,,,,신규 추가(3주기 3.4 item3에서 이동·변경됨: 교육지원인력이 2.3으로 이동),,,4,2.3,전공교육과정
cand_00333,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_3[0].items[0].mapping_note,c3__2_3__notes__item:1,,,,"변경됨(4주기 2.3 item3): '학생의 전공 교과목 선택권 보장' 평가 목적 추가, 예외 상황 예시 구체화",,,3,2.3,전공교육과정
cand_00334,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_3[0].items[1].mapping_note,c3__2_3__notes__item:2,,,,변경됨(4주기 2.3 item5): '마이크로디그리·나노디그리' 실적 정성 감안 추가,,,3,2.3,전공교육과정
cand_00335,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_3[0].items[2].mapping_note,c3__2_3__notes__item:3,,,,"변경됨(4주기 2.3 item6): '실기'에 '설계' 추가, 수업시수·운영비 등 확인 방법 구체화",,,3,2.3,전공교육과정
cand_00336,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_3[0].items[3].mapping_note,c3__2_3__notes__item:4,,,,"변경됨(4주기 2.3 item4): 전공 비교과 기술 방식 변경, '전공능력 실현을 위해 대학 차원에서 제공하는 교육적 경험' 표현으로 재정의",,,3,2.3,전공교육과정
cand_00337,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,9,cycle_3[0].items[4].mapping_note,c3__2_3__notes__item:5,,,,삭제됨: 4주기 2.3에 해당 항목 없음,,,3,2.3,전공교육과정
cand_00338,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,$,,10,학사관리,유지 (1:1),"3주기 2.4가 4주기 2.4로 유지됨. '학사관리 개선 실적 기술 조건'(item1), '분반·폐강 기준'(item3), '학사구조 개편 관련 학사관리'(item4), '학습권 보장(예비군·민방위)'(item7) 항목 신규 추가. 학습 부진 학생 항목에 지원 체계 단계적 구성 내용 추가.",2.4,학사관리,,,
cand_00339,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_4.items[0].mapping_note,c4__2_4__notes__item:1,,,,신규 추가,,,4,2.4,학사관리
cand_00340,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_4.items[2].mapping_note,c4__2_4__notes__item:3,,,,신규 추가,,,4,2.4,학사관리
cand_00341,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_4.items[3].mapping_note,c4__2_4__notes__item:4,,,,신규 추가,,,4,2.4,학사관리
cand_00342,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_4.items[6].mapping_note,c4__2_4__notes__item:7,,,,신규 추가,,,4,2.4,학사관리
cand_00343,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_3[0].items[0].mapping_note,c3__2_4__notes__item:1,,,,변경됨(4주기 2.4 item2): '수강 신청에 대한' → '수강 신청'으로 간략화,,,3,2.4,학사관리
cand_00344,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_3[0].items[1].mapping_note,c3__2_4__notes__item:2,,,,변경됨(4주기 2.4 item6): '학습평가(성적)' → '학습평가(성적평가)'로 표현 정리,,,3,2.4,학사관리
cand_00345,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,10,cycle_3[0].items[2].mapping_note,c3__2_4__notes__item:3,,,,변경됨(4주기 2.4 item5): '학습 부진 학생 지원 체계'에 대한 단계적 구성 요건 상세 기술 추가,,,3,2.4,학사관리
cand_00346,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,11,$,,11,수업,유지 (1:1),"3주기 2.5가 4주기 2.5로 유지됨. '원격수업 지원 및 질 관리 체계'(item3) 신규 추가. 전임교원 강의시수 항목에 '유형별 구분 확인', '책임시수 적정 수준 관리' 내용 추가. 수업(강의)계획서 작성 기준에 '연구' → '작성'으로 표현 변경.",2.5,수업,,,
cand_00347,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,11,cycle_4.items[2].mapping_note,c4__2_5__notes__item:3,,,,신규 추가,,,4,2.5,수업
cand_00348,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,11,cycle_3[0].items[0].mapping_note,c3__2_5__notes__item:1,,,,"변경됨(4주기 2.5 item1): 전임교원 유형별 구분 확인, 책임시수 적정 수준 관리 내용 추가",,,3,2.5,수업
cand_00349,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,11,cycle_3[0].items[1].mapping_note,c3__2_5__notes__item:2,,,,변경됨(4주기 2.5 item2): '정보체제' → '정보체계' 표현 정리. 수업계획서 세부 항목 '연구' → '작성'으로 변경,,,3,2.5,수업
cand_00350,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,$,,12,교수-학습 지원,유지 (1:1),3주기 2.6이 4주기 2.6으로 유지됨. '교육매체 개발' 기능 추가 및 '단과대학·학부·학과 소속 전담 조직 제외' 명시. 전임 연구·개발 인력으로 보직자 인정 가능 조건 추가. '교육매체지원' 정의 항목(item4) 및 '멀티캠퍼스 조직 구분'(item6) 신규 추가.,2.6,교수-학습 지원,,,
cand_00351,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,cycle_4.items[3].mapping_note,c4__2_6__notes__item:4,,,,신규 추가,,,4,2.6,교수-학습 지원
cand_00352,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,cycle_4.items[5].mapping_note,c4__2_6__notes__item:6,,,,신규 추가,,,4,2.6,교수-학습 지원
cand_00353,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,cycle_3[0].items[0].mapping_note,c3__2_6__notes__item:1,,,,"변경됨(4주기 2.6 item1): '공학교육혁신센터' 예시 삭제, 표현 간략화",,,3,2.6,교수-학습 지원
cand_00354,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,cycle_3[0].items[1].mapping_note,c3__2_6__notes__item:2,,,,"변경됨(4주기 2.6 item2): '교육매체 개발' 기능 추가, '단과대학·학부·학과 소속 전담 조직 제외' 명시",,,3,2.6,교수-학습 지원
cand_00355,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,12,cycle_3[0].items[2].mapping_note,c3__2_6__notes__item:3,,,,변경됨(4주기 2.6 item3): 교수-학습지원센터 전임 연구·개발 인력으로 임용된 보직자의 강의 담당 시 전임 인력 인정 조건 신규 추가,,,3,2.6,교수-학습 지원
cand_00356,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,$,,13,교원 확보,유지 (1:1),3주기 3.1이 4주기 3.1로 유지됨. '겸임교원' 정의 추가 및 '겸임교원 확보율 30% 비중 반영'(item2) 신규 추가. 교원 작성 기준에 '종류와 직급' → '유형과 직제별 현황'으로 표현 변경. '전임/비전임 교원 구분 기준'(item4) 및 '유형별 담당 업무 현황'(item5) 신규 추가.,3.1,교원 확보 및 구성,,,
cand_00357,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,cycle_4.items[1].mapping_note,c4__3_1__notes__item:2,,,,신규 추가,,,4,3.1,교원 확보 및 구성
cand_00358,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,cycle_4.items[3].mapping_note,c4__3_1__notes__item:4,,,,신규 추가,,,4,3.1,교원 확보 및 구성
cand_00359,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,cycle_4.items[4].mapping_note,c4__3_1__notes__item:5,,,,신규 추가,,,4,3.1,교원 확보 및 구성
cand_00360,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,cycle_3[0].items[0].mapping_note,c3__3_1__notes__item:1,,,,변경됨(4주기 3.1 item1): '겸임교원' 추가,,,3,3.1,교원 확보
cand_00361,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,13,cycle_3[0].items[1].mapping_note,c3__3_1__notes__item:2,,,,변경됨(4주기 3.1 item3): '종류와 직급' → '유형과 직제별 현황'으로 표현 변경,,,3,3.1,교원 확보
cand_00362,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,14,$,,14,교원 인사 및 업적평가,유지 (1:1),3주기 3.2가 4주기 3.2로 유지됨. 두 항목 모두 동일하게 유지됨.,3.2,교원 인사 및 업적평가,,,
cand_00363,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,15,$,,15,교원 처우 및 복지,유지 (1:1),"3주기 3.3이 4주기 3.3으로 유지됨. '예술계열 학생 비율 50% 이상 대학의 1:1 강의 강사 강의료 별도 작성'(item4), '교원 보수 수준 기준'(item5), '복지제도 운영 실적 제외 사항'(item7) 신규 추가. '3년간 평균' → '최근 3년간 평균'으로 표현 명확화.",3.3,교원 처우 및 복지,,,
cand_00364,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,15,cycle_4.items[3].mapping_note,c4__3_3__notes__item:4,,,,신규 추가,,,4,3.3,교원 처우 및 복지
cand_00365,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,15,cycle_4.items[4].mapping_note,c4__3_3__notes__item:5,,,,신규 추가,,,4,3.3,교원 처우 및 복지
cand_00366,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,15,cycle_4.items[6].mapping_note,c4__3_3__notes__item:7,,,,신규 추가,,,4,3.3,교원 처우 및 복지
cand_00367,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,15,cycle_3[0].items[1].mapping_note,c3__3_3__notes__item:2,,,,변경됨(4주기 3.3 item2): '3년간' → '최근 3년간'으로 기준 명확화,,,3,3.3,교원 처우 및 복지
cand_00368,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,$,,16,교원 연구활동 지원 및 연구성과,통합·이동 (N:1),"3주기 3.4(교원의 교육 및 연구 활동 지원)와 5.3(연구성과)이 4주기 3.4(교원의 연구활동 및 성과)로 통합됨. 3주기 3.4 item3(교육지원인력)은 4주기 2.3 item7로 이동. 연구년제 참여율 관련 항목(items 3-4) 신규 추가. 예체능계열 → 예술계열로 변경, 공연·전시 실적에 KRI 등록 기준·예술계열 비율 기준 등 상세 규정 추가. items 1-2와 8은 동일 유지.",3.4,교원의 연구활동 및 성과,,,
cand_00369,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_4.items[2].mapping_note,c4__3_4__notes__item:3,,,,신규 추가,,,4,3.4,교원의 연구활동 및 성과
cand_00370,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_4.items[3].mapping_note,c4__3_4__notes__item:4,,,,신규 추가,,,4,3.4,교원의 연구활동 및 성과
cand_00371,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_3[0].items[2].mapping_note,c3__3_4__notes__item:3,,,,이동·변경됨: 4주기 2.3 item7로 이동. '설계' 추가 및 수업조교 형태로 표현 변경,,,3,3.4,교원의 교육 및 연구 활동 지원
cand_00372,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_3[1].items[0].mapping_note,c3__5_3__notes__item:1,,,,변경됨(4주기 3.4 item5): '실적은 제외하고' → '실적을 제외하고' 표현 정리,,,3,5.3,연구성과
cand_00373,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_3[1].items[1].mapping_note,c3__5_3__notes__item:2,,,,변경됨(4주기 3.4 item6): '2개 이상의 지표 충족 시만 인정' → '기준값 충족 지표 개수 고려하지 않고 자연계열 교수 비율로만 구분하여 적용'으로 기준 변경,,,3,5.3,연구성과
cand_00374,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_3[1].items[2].mapping_note,c3__5_3__notes__item:3,,,,"변경됨(4주기 3.4 item7): '예체능계열' → '예술계열'로 변경, '대회 실적' 삭제. 기준값 산정 방식(예술대학 평균 하위 25%) 및 세부 예외 기준 추가",,,3,5.3,연구성과
cand_00375,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,16,cycle_3[1].items[4].mapping_note,c3__5_3__notes__item:5,,,,"변경됨(4주기 3.4 item9): '전임교원, 비전임교원 등을 대상으로 한' 적용 범위 추가",,,3,5.3,연구성과
cand_00376,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,17,$,,17,직원 확보 및 인사,유지 (1:1),3주기 3.5가 4주기 3.5로 유지됨. 직원 산출 방식이 '2021년부터 산학협력단·무기계약직 포함' → 공시 작성지침 기준으로 변경. '2025년 사립대학 기타 직원 제외' 조건 추가. '산출 제외 직원 별도 기술' 항목(item2) 신규 추가.,3.5,직원 확보 및 인사,,,
cand_00377,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,17,cycle_4.items[1].mapping_note,c4__3_5__notes__item:2,,,,신규 추가,,,4,3.5,직원 확보 및 인사
cand_00378,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,17,cycle_3[0].items[0].mapping_note,c3__3_5__notes__item:1,,,,"변경됨(4주기 3.5 item1): 산출 기준을 공시 작성지침으로 변경. '2021년부터 산학협력단·무기계약직 포함' 삭제, '2025년 사립대학 기타 직원 제외' 추가",,,3,3.5,직원 확보 및 인사
cand_00379,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,$,,18,직원 복지 및 역량 개발,유지 (1:1),"3주기 3.6이 4주기 3.6으로 유지됨. '직원 보수 수준 기준'(item1), '무기계약직 정규직 포함'(item2), '복지제도 제외 사항'(item3) 신규 추가. '일반교양 강좌 등' 예시 추가. 법정의무교육 정의 구체화.",3.6,직원 복지 및 업무 역량 개발,,,
cand_00380,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,cycle_4.items[0].mapping_note,c4__3_6__notes__item:1,,,,신규 추가,,,4,3.6,직원 복지 및 업무 역량 개발
cand_00381,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,cycle_4.items[1].mapping_note,c4__3_6__notes__item:2,,,,신규 추가,,,4,3.6,직원 복지 및 업무 역량 개발
cand_00382,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,cycle_4.items[2].mapping_note,c4__3_6__notes__item:3,,,,신규 추가,,,4,3.6,직원 복지 및 업무 역량 개발
cand_00383,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,cycle_3[0].items[1].mapping_note,c3__3_6__notes__item:2,,,,변경됨(4주기 3.6 item5): '일반교양 강좌 등' 예시 추가,,,3,3.6,직원 복지 및 역량 개발 지원
cand_00384,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,18,cycle_3[0].items[2].mapping_note,c3__3_6__notes__item:3,,,,"변경됨(4주기 3.6 item6): '매분기' → '매 분기', '소속대학' → '소속 대학' 띄어쓰기 정규화. 법정의무교육 정의(기관 자격 요건) 추가",,,3,3.6,직원 복지 및 역량 개발 지원
cand_00385,group_metadata,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,19,$,,19,장학 제도 및 학생 자치활동 지원,유지 (1:1),"3주기 4.1이 4주기 4.1로 유지됨. 멀티캠퍼스 항목에 서브 기준('조직, 시설, 인력, 예산, 프로그램, 만족도 조사 등') 추가. 나머지 항목은 표현 정규화(띄어쓰기) 외 동일.",4.1,장학 제도 및 학생 자치활동 지원,,,
cand_00386,item_mapping_note,candidate,AI metadata is not user-verified; use as a review hint only.,notes,유의사항 및 관련 정책,"편람원본json/[검증완료]3주기, 4주기 편람 유의사항 및 관련 정책 비교(20260422).json",2026-04-22,19,cycle_3[0].items[0].mapping_note,c3__4_1__notes__item:1,,,,"변경됨(4주기 4.1 item1): '학생자치활동' → '학생 자치활동', '동아리활동' → '동아리 활동' 띄어쓰기 정규화",,,3,4.1,장학 제도 및 학생자치활동 지원
