checklist_id,action_id,change_id,cycle4_criterion,cycle4_title,section_type,field_or_focus,primary_department,support_departments,data_period,metric_or_threshold,evidence_link,official_confirmation_needed,preparation_task
evidence_00234,act_00234,chg_00436,4.2,학생 심리상담 및 권익 보호,report,실적기간;증빙,학생상담센터,인권센터;장애학생지원센터,최근 3년;3년 자료,3년,c4__4_2__report__item:11,true,보고서 주요 내용 항목 검토 및 준비: 소수집단학생 대상 만족도 조사 결과 및 개선 실적: 최근 3년 자료
evidence_00236,act_00236,chg_00438,4.3,진로 및 취·창업 지원,report,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__report__item:2,true,보고서 주요 내용 항목 검토 및 준비: 진로 및 취·창업 지원 프로그램 운영 및 예산 편성·집행 현황: 최근 3년 자료
evidence_00237,act_00237,chg_00439,4.3,진로 및 취·창업 지원,report,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c4__4_3__report__item:3,true,보고서 주요 내용 항목 검토 및 준비: 진로 및 취·창업 지원에 대한 만족도 조사 결과와 개선 실적: 최근 3년 자료
evidence_00239,act_00239,chg_00441,4.3,진로 및 취·창업 지원,report,실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년,c3__4_2__report__item:2.sub:001__variant_154cf663e5,true,보고서 주요 내용 항목 검토 및 준비: 학생상담 프로그램의 종류 중 진로 상담 실적: 최근 3년 자료
evidence_00240,act_00240,chg_00442,4.3,진로 및 취·창업 지원,report,기준값/정량;산식/기준산정;실적기간;증빙,진로·취창업지원센터,,최근 3년;3년 자료,3년;50%;기준값;평균,c3__5_4__report__item:1,true,"보고서 주요 내용 항목 검토 및 준비: 졸업생의 취업률: 최근 3년 자료, 최근 3년간 평균(기준값: 50%)"
evidence_00241,act_00241,chg_00448,4.4,교육 시설,report,기준값/정량;산식/기준산정,시설관리팀,교무처,,15%;기준값;평균,c4__4_4__report__item:3.sub:001,true,보고서 주요 내용 항목 검토 및 준비: 재학생 1인당 실험·실습 기자재 구입비(천원)(기준값: 해당 대학교 자연과학계열 평균 등록금과 인문사회계열 평균 등록금 차액의 15%(A)와 전국 대학교 자연과학계열 평균 등록금과 인문사회계열 평균 등록금 차액의 15%(B) 중 적은 금액)
evidence_00242,act_00242,chg_00449,4.4,교육 시설,report,산식/기준산정;실적기간;증빙,시설관리팀,교무처,최근 3년;3년 자료,3년;평균,c4__4_4__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 전공 실험·실습·실기·설계 과목 수업 운영비: 최근 3년 자료, 최근 3년간 평균"
evidence_00243,act_00243,chg_00452,4.4,교육 시설,report,기준값/정량;산식/기준산정,시설관리팀,교무처,,100%;기준값;확보율,c3__4_4__report__item:1,true,보고서 주요 내용 항목 검토 및 준비: 교사 확보율(기준값: 100%)
evidence_00244,act_00244,chg_00454,4.5,기숙사 및 학생 복지시설,report,기준값/정량;산식/기준산정,학생처,생활관;시설관리팀,,11%;기준값;수용률,c4__4_5__report__item:1.sub:001,true,"보고서 주요 내용 항목 검토 및 준비: 기숙사 수용률(%) (택 1): 1 (수용 가능 인원(명) / (학부(주간+야간) + 대학원(주간)) 재학생수(명)) * 100 단, 계약학과 재학생, 특성화고 졸업 재직자 특별전형 재학생은 제외(기준값: 11%), 2 (내국인 입사 인원 / 내국인 재학생수) * 100 단, 계약학과 재학생, 특성화고 졸업 재직자 특별전형 재학생은 제외(기준값: 11%)"
evidence_00245,act_00245,chg_00461,4.6,도서관,report,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__report__item:4,true,"보고서 주요 내용 항목 검토 및 준비: 도서관에서 제공하는 교수·학습 지원, 문화 프로그램 운영 실적: 최근 3년 자료"
evidence_00246,act_00246,chg_00462,4.6,도서관,report,실적기간;증빙,도서관,,최근 3년;3년 자료,3년,c4__4_6__report__item:5,true,보고서 주요 내용 항목 검토 및 준비: 도서관 이용자 만족도 조사 결과 및 개선 실적: 최근 3년 자료
evidence_00250,act_00250,chg_00467,1.1,교육목표 및 발전계획,notes,실적기간;증빙,기획처,교무처,평가 시점,,c4__1_1__notes__item:5,true,"유의사항 및 관련 정책 항목 검토 및 준비: 평가 시점에 해당하는 발전계획 실적을 제시해야 함. 다만, 평가 자료 실적 기간 내에 해당 계획이 변경된 경우에는, 변경 전후 계획서를 모두 제출하고 자료 시점에 해당되는 계획 대비 실적을 제시해야 함"
evidence_00251,act_00251,chg_00468,1.1,교육목표 및 발전계획,notes,증빙,기획처,교무처,,,c4__1_1__notes__item:6,true,"유의사항 및 관련 정책 항목 검토 및 준비: 대학은 발전계획 수립에 대한 자료를 제시하되, 수립 과정에서 외부 컨설팅을 받은 경우에는 외부 전문가 의견을 수용하여 자체적으로 수립한 발전계획 자료를 제시해야 함"
evidence_00257,act_00257,chg_00475,1.2,거버넌스와 감사,notes,증빙,기획처,감사부서,,,c4__1_2__notes__item:5,true,"유의사항 및 관련 정책 항목 검토 및 준비: 모든 감사 결과를 대외에 공개하는 것은 아니므로, 감사의 성격(회계감사, 업무감사, 외부감사 등)과 관련 규정에 따라 대내·외 공개범위를 고려함"
evidence_00258,act_00258,chg_00476,1.2,거버넌스와 감사,notes,증빙,기획처,감사부서,,,c4__1_2__notes__item:6,true,"유의사항 및 관련 정책 항목 검토 및 준비: '공익제보 절차 및 공익제보자 보호 관련 규정'은 대학의 규정 제·개정 절차에 따라 구축하고, 대학 내부 구성원 전체에게 공개되어야 함"
evidence_00259,act_00259,chg_00483,1.3,재정 확보 및 집행,notes,산식/기준산정,기획처,재무회계팀,,비율,c4__1_3__notes__item:7,true,"유의사항 및 관련 정책 항목 검토 및 준비: 국공립대학은 등록금 비율과 기부금비율, 사립대학은 등록금 비율과 법인 책무성이 기본지표이며, 사립대학의 기부금 비율은 재정 확보의 다양성을 판단하기 위한 보완 지표임"
evidence_00260,act_00260,chg_00484,1.3,재정 확보 및 집행,notes,산식/기준산정,기획처,재무회계팀,,비율,c3__1_4__notes__item:7,true,"유의사항 및 관련 정책 항목 검토 및 준비: 등록금 비율은 재정 확보의 안정성을 판단하기 위한 기본 지표이고, 기부금 비율, 법인전입금 비율은 보완 지표임"
evidence_00262,act_00262,chg_00486,1.4,성과관리체계 구축 및 운영,notes,실적기간;증빙,기획처,성과관리 담당부서,평가 시점,,c4__1_4__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 중장기 발전계획과 연계한 성과평가 자료는 평가 시점의 발전계획에 대한 성과평가를 실시한 내용을 제시해야 함. 다만, 자료실적기간 내에 발전계획이 변경된 경우에는 변경 전·후(As-Is vs To-Be)의 발전계획서와 해당 성과평가 자료를 모두 제출해야 함"
evidence_00267,act_00267,chg_00491,1.5,교육성과,notes,산식/기준산정,기획처,교무처;교육혁신원;취·창업지원부서,,산출,c4__1_5__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 졸업생 진로 성과는 취업자, 창업자, 진학자 수를 합산하여 산출함"
evidence_00271,act_00271,chg_00495,1.5,교육성과,notes,산식/기준산정,기획처,교무처;교육혁신원;취·창업지원부서,,충원율,c3__5_2__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 정원내 신입생 및 재학생 충원율 제고를 위한 노력은 학생을 선발하는 것을 포함하여 학생유지를 위한 전반적인 노력을 의미함
evidence_00272,act_00272,chg_00496,1.5,교육성과,notes,기준값/정량;산식/기준산정,기획처,교무처;교육혁신원;취·창업지원부서,,50%;25%;기준값;비율,c3__5_4__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 졸업생의 취업률에서 종교관련 및 예체능계열 학생 비율이 50% 이상인 대학의 기준값은 25%로 함
evidence_00283,act_00283,chg_00508,1.6,사회공헌 및 지역사회 연계·협력,notes,기준값/정량;산식/기준산정,사회공헌 담당부서,지역협력부서;산학협력단,,50%;000명;20%;비율,c4__1_6__notes__item:5.sub:005,true,"유의사항 및 관련 정책 항목 검토 및 준비: 산학협력 실적은 대학의 특성(설립이념, 규모 등)을 반영하여 평가함. * 재학생 기준 또는 입학정원 기준 중 종교 관련 학과의 학생수가 50% 이상인 대학, 재학생 기준 또는 입학정원 기준 중 예술계열 학과의 학생수가 50% 이상인 대학, 재학생 1,000명 미만 소규모 대학, 자연과학(자연과학+공학+의학) 교수 비율 20% 미만 대학은 산학협력 성과 공유 실적이 필수 기재 사항은 아님"
evidence_00287,act_00287,chg_00512,2.1,교육과정 체계,notes,증빙,교무처,교육과정 담당부서,,,c4__2_1__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교육과정은 교육목표와 인재상 실현을 위해 대학의 교양교육과정과 전공교육과정 관련 규정 및 지침 등에 근거하여 대학 차원에서 제공하는 학점을 부여하는 교과과정을 의미하며, 학점을 부여하는 교과목으로 구성되는 교과과정의 내실있는 운영을 중심으로 평가함. 학점을 부여하지 않는 학습, 심리상담, 진로, 취·창업 등의 학생 활동에 도움을 주는 '지원 프로그램'은 교육과정 체계에서는 다루지 않음"
evidence_00288,act_00288,chg_00513,2.1,교육과정 체계,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_1__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 졸업 이수 학점, 교양, 전공 학점 비율 등은 학교나 학과의 특성을 반영하여 평가함(예: 공학교육인증 등의 프로그램 인증, 사범계열, 보건계열 등의 자격증 취득 등 특수 상황 감안)"
evidence_00289,act_00289,chg_00514,2.1,교육과정 체계,notes,기준값/정량;산식/기준산정;증빙,교무처,교육과정 담당부서,,30%;10%;비율,c4__2_1__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 졸업 이수 학점 중 교양 학점 비율에서 정부시책 변화, 글로컬대학30, 지역혁신중심대학지원체계(RISE), 프로그램 인증(공학교육인증, 간호교육인증 등) 등으로 권장 기준(30%±10%) 적용이 어려울 경우, 학칙이나 규정에 근거한 예외적 사항을 반영하여 평가함"
evidence_00293,act_00293,chg_00518,2.1,교육과정 체계,notes,증빙,교무처,교육과정 담당부서,,,c4__2_1__notes__item:7,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교양 및 전공교육과정 개편 실적 자료는 교육과정 평가결과에 기반한 개선 실적 요약표, 신구대조표(교양은 전체, 전공은 계열별 대표사례 선정), 신규 개설·폐지 목록(변경·폐지 사유 포함) 등을 반영하여 평가함"
evidence_00294,act_00294,chg_00519,2.1,교육과정 체계,notes,증빙,교무처,교육과정 담당부서,,,c3__2_1__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교육과정은 교과과정과 비교과과정으로 구분하며, 이 중 교과과정은 학점을 부여하는 교과목을 의미하고, 비교과과정은 학점을 부여하지는 않지만 교양 또는 전공 교육과정에서 교육목표와 인재상 실현을 위해 대학의 교육과정 관련 규정 및 지침 등에 근거하여 대학 차원에서 제공하는 교육적 경험을 의미함"
evidence_00295,act_00295,chg_00520,2.1,교육과정 체계,notes,증빙,교무처,교육과정 담당부서,,,c3__2_1__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교양교육과정의 비교과과정(예: 공인영어성적, 한자인증, 봉사활동 등)과 전공교육과정의 비교과과정(예: 답사, 현장 견학, 공인영어성적, 봉사활동, 졸업논문, 졸업과제 등)은 각 대학별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(교양교육과 전공교육은 교과과정만으로도 이루어질 수 있도록 하고, 비교과과정은 특별히 필요한 경우에만 규정 또는 제공하는 것을 권장함)"
evidence_00300,act_00300,chg_00525,2.2,교양교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_2__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교양필수와 교양선택의 비율, 교양과목의 편성 대비 개설 비율, 교양선택의 폭 등은 학교나 학과의 특성을 반영하여 학생의 교양 교과목 선택권을 보장하고 있는지 여부를 평가함(예: 공학교육인증 등의 각종 프로그램 인증, 사범계열, 보건계열 등의 자격 취득 등 특수 상황 감안). 다만, 교양 선택필수의 경우에 영역별로 다양한 교과목을 개설하여 학생의 선택권을 보장하고, 영역별 균형있는 이수를 고려한 경우는 교양선택의 비율로 고려할 수 있음"
evidence_00303,act_00303,chg_00528,2.2,교양교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c3__2_2__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 교양필수와 교양선택의 비율은 학교나 학과의 특성을 반영하여 평가함(예: 공학교육인증 및 각종 프로그램 인증 등 특수 상황 감안)
evidence_00304,act_00304,chg_00529,2.2,교양교육과정,notes,기준값/정량;산식/기준산정;증빙,교무처,교육과정 담당부서,,100명;1명;산출;비율,c3__2_2__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 대규모 강좌 비율 산출 시 수업 튜터(최소 100명당 1명)가 있는 온라인강좌는 제외하며, 근거 자료로 온라인강좌 관련 규정 및 운영 현황(강좌 목록, 수강학생 수, 튜터 지원 인원 등)을 확인함"
evidence_00305,act_00305,chg_00530,2.2,교양교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율;평균,c3__2_2__notes__item:4,true,유의사항 및 관련 정책 항목 검토 및 준비: 교양과목의 질적 수준을 점검하기 위하여 전임교원의 교양과목 강좌담당 비율 및 평균 강의 시수를 확인함
evidence_00306,act_00306,chg_00531,2.2,교양교육과정,notes,증빙,교무처,교육과정 담당부서,,,c3__2_2__notes__item:5,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교양교육과정의 비교과과정(예: 공인영어성적, 한자인증, 봉사활동 등)은 각 대학별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(교양교육은 교과과정을 통해 대부분 이루어지도록 하고, 비교과과정은 특별히 필요한 경우에만 규정하는 것을 권장함). 단, 학점을 부여하지 않고 학습, 심리상담, 진로, 취·창업 등을 지원하는 프로그램은 비교과교육이지만, 교육과정에는 포함되지 않으므로 이후의 해당 준거에서 기술하도록 함. 참고로 학습지원프로그램은 2.6(교수-학습 지원), 심리상담 및 진로 지원 프로그램은 4.2(학생 심리 및 진로 상담), 취·창업 지원 프로그램은 5.4(취·창업지원 성과)에서 가각 기술함"
evidence_00311,act_00311,chg_00536,2.3,전공교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_3__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 전공필수와 전공선택의 비율은 학부·학과(전공)의 특성을 반영하여 학생의 전공 교과목 선택권을 보장하고 있는지 여부를 평가함(단, 공학교육인증 등의 각종 프로그램 인증, 사범계열, 보건계열 등의 자격증 취득 등 특수 상황 감안)"
evidence_00313,act_00313,chg_00538,2.3,전공교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c4__2_3__notes__item:5,true,"유의사항 및 관련 정책 항목 검토 및 준비: 부·복수·다전공·기타 전공(융합, 연계, 자율전공 등)의 이수 권장 비율은 확인하지만 대학의 특성을 반영하며, 전공 등 교육 내용을 소단위로 세분화하여 운영하는 마이크로디그리·나노디그리 등의 실적을 정성적으로 감안하여 평가함"
evidence_00316,act_00316,chg_00541,2.3,전공교육과정,notes,산식/기준산정,교무처,교육과정 담당부서,,비율,c3__2_3__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 전공필수와 전공선택의 비율은 학부·학과(전공)의 특성을 반영하여 평가함
evidence_00317,act_00317,chg_00542,2.3,전공교육과정,notes,증빙,교무처,교육과정 담당부서,,,c3__2_3__notes__item:4,true,"유의사항 및 관련 정책 항목 검토 및 준비: 전공 교육과정의 비교과과정(예: 답사, 현장 견학, 공인영어성적, 봉사활동, 졸업논문, 졸업과제 등)은 대학의 각 학과별로 해당사항이 있는 경우에만 기술하고, 없을 경우에는 기술하지 않아도 됨(전공교육은 교과과정만으로도 이루어질 수 있도록 하고, 비교과과정은 특별히 필요한 경우에만 규정 또는 제공하는 것을 권장함). 단, 학점을 부여하지 않고 학습, 심리상담, 진로, 취·창업 등을 지원하는 프로그램은 비교과교육이지만, 교육과정에는 포함되지 않으므로 이후의 해당 준거에서 기술하도록 함. 참고로 학습지원프로그램은 2.6(교수-학습 지원), 심리상담 및 진로 지원 프로그램은 4.2(학생 심리 및 진로 상담), 취·창업 지원 프로그램은 5.4(취·창업지원 성과)에서 가각 기술함"
evidence_00319,act_00319,chg_00544,2.4,학사관리,notes,실적기간,교무처,교육과정 담당부서,최근 3년,3년,c4__2_4__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 학사관리 개선 실적은 사회적 환경 변화, 학생 요구, 학사구조 개편 등에 따라 학사관리를 개선한 내용으로 최근 3년간 개선된 내용이 있는 경우에만 기술함"
evidence_00327,act_00327,chg_00552,2.5,수업,notes,산식/기준산정;증빙,교무처,교육과정 담당부서,,비율;평균,c4__2_5__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 전임교원이 담당하는 교과목 비율과 평균 강의시수의 적절성은 대학의 「교원인사규정」 등 관련 규정에 명시된 전임교원 유형별로 구분하여 확인하며, 전임교원의 평균 강의시수는 전공 및 교양 과목 실제 강의시수(학부+대학원)의 평균이며, 책임시수 및 평균 강의시수가 수업의 질 관리 차원에서 적정 수준을 유지하고 있는지를 반영하여 평가함"
evidence_00329,act_00329,chg_00554,2.5,수업,notes,증빙,교무처,교육과정 담당부서,,,c4__2_5__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 원격수업 지원 및 질 관리 체계는 대학의 특성을 고려하여 규정 및 절차에 따라 운영하고, 원격수업을 위한 인적·물적 지원과 원격수업의 질 관리를 위한 평가체제를 적정하게 운영하고 있는지를 확인하여 평가함"
evidence_00330,act_00330,chg_00556,2.5,수업,notes,산식/기준산정,교무처,교육과정 담당부서,,평균,c3__2_5__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원의 평균 강의시수는 전임교원의 전공 및 교양 과목 실제 강의 시수(학부+대학원) 평균임
evidence_00333,act_00333,chg_00559,2.6,교수-학습 지원,notes,기준값/정량,교수학습지원센터,,,3년;3학점,c4__2_6__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교수-학습지원센터 전임 연구·개발 인력은 교육학 및 관련분야 석사 이상의 학위 소지자를 원칙으로 하며, 전담 조직의 보직자와 행정직원을 제외하고 수업의 질 향상을 위한 연구 및 프로그램 개발·운영 등을 전담하는 인력으로서 겸직, 겸임은 인정하지 않음. 단, 교육매체지원의 담당자는 위 사항에 해당하지 않더라도 연구·개발 업무 담당 기간이 최소 3년 이상이면 전문성이 있다고 판단하여 종합적으로 평가함 ※전담 조직의 보직자는 전임 연구·개발 인력으로 인정하지 않으나, 교수-학습지원센터 전임 연구·개발 인력으로 임용되어 소속이 해당센터로 되어있고(겸직, 겸임 등 제외), 학기당 3학점을 초과하지 않는 강의를 담당하는 경우에 한하여 전임 연구·개발 인력으로 인정 가능함"
evidence_00338,act_00338,chg_00564,3.1,교원 확보 및 구성,notes,증빙,교무처,교원인사 담당부서,,,c4__3_1__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원과 겸임교원은 대학정보공시 「6-가. 전체 교원 대비 전임교원 현황」의 작성지침에 제시된 전임교원과 겸임교원을 의미함
evidence_00339,act_00339,chg_00565,3.1,교원 확보 및 구성,notes,기준값/정량;산식/기준산정,교무처,교원인사 담당부서,,30%;확보율,c4__3_1__notes__item:2,true,유의사항 및 관련 정책 항목 검토 및 준비: 겸임교원 확보율은 전임교원과 겸임교원의 근무 형태 및 담당 업무 차이 등을 고려하여 30% 비중으로 반영함
evidence_00340,act_00340,chg_00566,3.1,교원 확보 및 구성,notes,증빙,교무처,교원인사 담당부서,,,c4__3_1__notes__item:3,true,"유의사항 및 관련 정책 항목 검토 및 준비: 교원은 대학에서 교원 인사 규정 등에 근거하여 자체적으로 분류하는 기준에 따라 작성하되, 교원의 유형과 직제별 현황을 구체적으로 확인할 수 있도록 작성함"
evidence_00346,act_00346,chg_00575,3.3,교원 처우 및 복지,notes,기준값/정량;산식/기준산정;실적기간,교무처,교원인사 담당부서,최근 3년,3년;기준값;평균,c4__3_3__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 강사 강의료는 매년 기준값 충족 여부를 평가하며, 충족하지 못한 경우 최근 3년간 평균을 고려하여 종합적으로 평가함"
evidence_00347,act_00347,chg_00577,3.3,교원 처우 및 복지,notes,기준값/정량;산식/기준산정,교무처,교원인사 담당부서,,50%;비율,c4__3_3__notes__item:4,true,유의사항 및 관련 정책 항목 검토 및 준비: 예술계열 학생 비율 50% 이상인 대학의 1:1 강의 강사 강의료는 별도 구분하여 작성 가능
evidence_00350,act_00350,chg_00581,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,20%;기준값;비율,c4__3_4__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열(자연과학+공학+의학) 교수 비율 20% 미만 대학의 전임교원 1인당 교내연구비는 기준값을 달리 적용함
evidence_00351,act_00351,chg_00582,3.4,교원의 연구활동 및 성과,notes,기준값/정량,연구처,교무처,,기준값,c4__3_4__notes__item:2,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원 1인당 교내연구비 기준값은 물가변동 등에 따라 연도별로 재설정될 수 있음
evidence_00352,act_00352,chg_00583,3.4,교원의 연구활동 및 성과,notes,산식/기준산정,연구처,교무처,,비율,c4__3_4__notes__item:3,true,유의사항 및 관련 정책 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율의 적용 시에 대학설립유형을 구분하지 않음
evidence_00353,act_00353,chg_00584,3.4,교원의 연구활동 및 성과,notes,산식/기준산정;실적기간,연구처,교무처,최근 4년,4년;산출;비율;평균,c4__3_4__notes__item:4,true,"유의사항 및 관련 정책 항목 검토 및 준비: 연구년제 참여율에 대한 최소 권장 비율 산정에 사용되는 연구년제 대상자 수는 최근 4년 평균 연구년제 대상자 수로 하며, 평균값 산출 시 소수점 이하는 버림"
evidence_00354,act_00354,chg_00585,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,20%;000천원;기준값;비율,c4__3_4__notes__item:5,true,"유의사항 및 관련 정책 항목 검토 및 준비: 자연계열(자연과학+공학+의학) 교수 비율이 20% 미만 대학은 전임교원 1인당 SCI급 논문 실적을 제외하고, 전임교원 1인당 교외연구비의 기준값을 2,000천원으로 함"
evidence_00355,act_00355,chg_00586,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,기준값;비율,c4__3_4__notes__item:6,true,유의사항 및 관련 정책 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합은 기준값을 충족하는 지표의 개수를 고려하지 않고 자연계열 교수 비율로만 구분하여 적용함
evidence_00356,act_00356,chg_00587,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,20%;비율,c4__3_4__notes__item:6.sub:001,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열 교수 비율이 20% 이상 대학은 4 이상
evidence_00357,act_00357,chg_00588,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,20%;비율,c4__3_4__notes__item:6.sub:002,true,유의사항 및 관련 정책 항목 검토 및 준비: 자연계열 교수 비율이 20% 미만 대학은 전임교원 1인당 SCI급 논문 실적을 제외하고 3 이상
evidence_00358,act_00358,chg_00589,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정;증빙,연구처,교무처,,25%;기준값;평균,c4__3_4__notes__item:7,true,"유의사항 및 관련 정책 항목 검토 및 준비: 대학의 계열별 특성을 반영하여 학문적 성과 및 기여 실적을 기술할 수 있으며, 예술계열의 경우 논문 실적을 공연, 전시회 실적 등으로 대체할 수 있음. 예술계열 교수의 공연, 전시회 실적에 대한 기준값은 예술대학 평균의 하위 25% 실적을 기준으로 설정함"
evidence_00359,act_00359,chg_00590,3.4,교원의 연구활동 및 성과,notes,기준값/정량;산식/기준산정,연구처,교무처,,50%;20%;비율,c4__3_4__notes__item:7.sub:001,true,유의사항 및 관련 정책 항목 검토 및 준비: 예술계열 교수 비율이 50% 이상이고 자연계열 교수 비율이 20% 미만인 대학은 전임교원 1인당 등재(후보지) 논문 실적을 제외하고 실적의 합 3 이상 기준으로 선택할 수 있음
evidence_00360,act_00360,chg_00591,3.4,교원의 연구활동 및 성과,notes,실적기간;증빙,연구처,교무처,기준연도,,c4__3_4__notes__item:7.sub:002,true,"유의사항 및 관련 정책 항목 검토 및 준비: 공연, 전시회 실적은 자료 기준연도를 참조하여 KRI 등록 실적으로 작성함"
evidence_00362,act_00362,chg_00593,3.4,교원의 연구활동 및 성과,notes,기준값/정량,연구처,교무처,,기준값,c4__3_4__notes__item:8,true,유의사항 및 관련 정책 항목 검토 및 준비: 전임교원 1인당 교외연구비 기준값은 물가변동 등에 따라 연도별로 재설정될 수 있음
evidence_00363,act_00363,chg_00594,3.4,교원의 연구활동 및 성과,notes,증빙,연구처,교무처,,,c4__3_4__notes__item:9,true,"유의사항 및 관련 정책 항목 검토 및 준비: 연구윤리 확립을 위한 노력 및 실적으로 연구윤리 관련 규정, 연구윤리위원회 구성 및 운영 실적과 전임교원, 비전임교원 등을 대상으로 한 KIRD 이수 및 자체 교육 등을 포함함"
evidence_00365,act_00365,chg_00596,3.4,교원의 연구활동 및 성과,notes,기준값/정량,연구처,교무처,,기준값,c3__5_3__notes__item:2,true,유의사항 및 관련 정책 항목 검토 및 준비: 각 지표의 기준값 대비 실적의 합은 2개 이상의 지표가 기준값을 충족한 경우에만 인정함
evidence_00366,act_00366,chg_00597,3.5,직원 확보 및 인사,notes,증빙,총무처,직원인사 담당부서,,,c4__3_5__notes__item:1,true,유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수는 대학정보공시 「14-사. 직원 현황」의 작성지침에 제시된 직원 현황을 활용함
evidence_00367,act_00367,chg_00598,3.5,직원 확보 및 인사,notes,산식/기준산정;증빙,총무처,직원인사 담당부서,2025년,2025년;산출,c4__3_5__notes__item:1.sub:001,true,"유의사항 및 관련 정책 항목 검토 및 준비: 2025년 사립대학은 '기타' 직원을 제외하여 산출하여야 하며, 관련 직원 현황에 대한 별도 자료를 함께 제출해야함"
evidence_00368,act_00368,chg_00599,3.5,직원 확보 및 인사,notes,산식/기준산정,총무처,직원인사 담당부서,,산출,c4__3_5__notes__item:2,true,"유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수 산출 시에는 제외되나 실제 업무를 수행하는 직원(외부 용역 업체 직원 등)이 있는 경우, 보고서에 별도로 기술함"
evidence_00369,act_00369,chg_00602,3.5,직원 확보 및 인사,notes,산식/기준산정;증빙,총무처,직원인사 담당부서,2021년,2021년;산출,c3__3_5__notes__item:1,true,"유의사항 및 관련 정책 항목 검토 및 준비: 직원 1인당 학생수는 해당연도 공시자료를 활용하기 때문에, 2021년부터는 직원수에 산학협력단과 무기계약직을 함께 포함하여 산출함"
evidence_00380,act_00380,chg_00618,4.2,학생 심리상담 및 권익 보호,notes,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:4,true,"유의사항 및 관련 정책 항목 검토 및 준비: 인권센터의 경우, 인력 구성 등 센터 운영 전반이 고등교육법 등 관련 법령에서 정한 규정에 부합하여야 함"
evidence_00382,act_00382,chg_00620,4.2,학생 심리상담 및 권익 보호,notes,증빙,학생상담센터,인권센터;장애학생지원센터,,,c4__4_2__notes__item:6,true,"유의사항 및 관련 정책 항목 검토 및 준비: 소수집단학생은 장애학생, 다문화가정 학생, 북한이탈주민 학생 등을 의미하며 그 밖에 대학에서 배려가 필요하다고 규정하는 소수의 학생도 인정함"
